"Time","Display","Temperature","Temp_Reading","Temp_Alarm","Humidity","Hum_Reading","Hum_Alarm","Pressure","PSI_Reading","PSI_Alarm","Pitch","Roll","Yaw"
"Fri Mar  4 00:53:36 2016","1.00","19.17","0.00","1.00","40.13","-1.00","1.00","998.41","-1.00","1.00","3.32","48.03","313.97"
"Fri Mar  4 00:54:11 2016","1.00","19.28","0.00","1.00","40.29","-1.00","1.00","998.46","-1.00","1.00","2.72","47.33","316.84"
"Fri Mar  4 00:54:47 2016","1.00","19.22","0.00","1.00","40.05","-1.00","1.00","998.41","-1.00","1.00","3.06","47.63","320.87"
"Fri Mar  4 00:55:22 2016","1.00","19.25","0.00","1.00","40.15","-1.00","1.00","998.45","-1.00","1.00","2.62","47.94","323.38"
"Fri Mar  4 00:55:58 2016","1.00","19.06","0.00","1.00","40.06","-1.00","1.00","998.43","-1.00","1.00","2.75","47.54","325.44"
"Fri Mar  4 00:56:33 2016","1.00","19.15","0.00","1.00","40.15","-1.00","1.00","998.48","-1.00","1.00","2.60","47.99","327.62"
"Fri Mar  4 00:57:09 2016","1.00","19.19","0.00","1.00","40.32","-1.00","1.00","998.43","-1.00","1.00","3.49","48.16","329.57"
"Fri Mar  4 00:57:44 2016","1.00","19.16","0.00","1.00","40.43","-1.00","1.00","998.39","-1.00","1.00","2.82","48.02","332.57"
"Fri Mar  4 00:58:20 2016","1.00","19.22","0.00","1.00","40.00","-1.00","1.00","998.39","-1.00","1.00","2.40","47.88","335.13"
"Fri Mar  4 00:58:56 2016","1.00","19.31","0.00","1.00","40.11","-1.00","1.00","998.44","-1.00","1.00","2.69","47.88","336.25"
"Fri Mar  4 00:59:31 2016","1.00","19.20","0.00","1.00","39.94","-1.00","1.00","998.44","-1.00","1.00","2.96","47.80","338.43"
"Fri Mar  4 01:00:07 2016","1.00","19.18","0.00","1.00","40.67","-1.00","1.00","998.40","-1.00","1.00","1.40","48.03","339.68"
"Fri Mar  4 01:00:42 2016","1.00","19.19","0.00","1.00","39.77","-1.00","1.00","998.40","-1.00","1.00","2.79","48.49","341.54"
"Fri Mar  4 01:01:18 2016","1.00","19.27","0.00","1.00","40.82","-1.00","1.00","998.41","-1.00","1.00","1.37","48.00","343.24"
"Fri Mar  4 01:01:54 2016","1.00","19.23","0.00","1.00","39.91","-1.00","1.00","998.42","-1.00","1.00","2.39","48.43","344.72"
"Fri Mar  4 01:02:30 2016","1.00","19.24","0.00","1.00","39.63","-1.00","1.00","998.45","-1.00","1.00","2.73","47.88","346.22"
"Fri Mar  4 01:03:05 2016","1.00","19.11","0.00","1.00","40.51","-1.00","1.00","998.40","-1.00","1.00","2.94","48.63","347.33"
"Fri Mar  4 01:03:41 2016","1.00","19.08","0.00","1.00","40.10","-1.00","1.00","998.39","-1.00","1.00","2.97","48.11","349.31"
"Fri Mar  4 01:04:17 2016","1.00","19.02","0.00","1.00","40.29","-1.00","1.00","998.39","-1.00","1.00","2.78","48.20","350.83"
"Fri Mar  4 01:04:52 2016","1.00","19.21","0.00","1.00","39.88","-1.00","1.00","998.36","-1.00","1.00","1.80","48.61","351.40"
"Fri Mar  4 01:05:28 2016","1.00","19.18","0.00","1.00","40.33","-1.00","1.00","998.40","-1.00","1.00","0.53","48.00","353.41"
"Fri Mar  4 01:06:03 2016","1.00","19.26","0.00","1.00","40.27","-1.00","1.00","998.35","-1.00","1.00","2.73","48.04","354.03"
"Fri Mar  4 01:06:39 2016","1.00","19.06","0.00","1.00","40.27","-1.00","1.00","998.40","-1.00","1.00","2.78","48.63","354.30"
"Fri Mar  4 01:07:15 2016","1.00","19.27","0.00","1.00","40.95","-1.00","1.00","998.39","-1.00","1.00","2.64","48.02","357.67"
"Fri Mar  4 01:07:50 2016","1.00","19.22","0.00","1.00","40.34","-1.00","1.00","998.37","-1.00","1.00","2.62","47.77","357.41"
"Fri Mar  4 01:08:26 2016","1.00","19.15","0.00","1.00","40.29","-1.00","1.00","998.40","-1.00","1.00","1.66","49.37","358.31"
"Fri Mar  4 01:09:02 2016","1.00","19.08","0.00","1.00","40.37","-1.00","1.00","998.38","-1.00","1.00","2.60","49.23","0.72"
"Fri Mar  4 01:09:37 2016","1.00","19.24","0.00","1.00","40.47","-1.00","1.00","998.36","-1.00","1.00","1.57","47.65","4.55"
"Fri Mar  4 01:10:13 2016","1.00","19.26","0.00","1.00","40.46","-1.00","1.00","998.43","-1.00","1.00","2.39","48.30","5.89"
"Fri Mar  4 01:10:48 2016","1.00","19.23","0.00","1.00","40.24","-1.00","1.00","998.38","-1.00","1.00","2.36","46.54","15.77"
"Fri Mar  4 01:11:24 2016","1.00","19.21","0.00","1.00","39.80","-1.00","1.00","998.35","-1.00","1.00","2.33","46.08","16.61"
"Fri Mar  4 01:11:59 2016","1.00","19.23","0.00","1.00","40.38","-1.00","1.00","998.37","-1.00","1.00","2.40","45.82","22.64"
"Fri Mar  4 01:12:35 2016","1.00","19.09","0.00","1.00","40.21","-1.00","1.00","998.33","-1.00","1.00","1.98","47.85","19.67"
"Fri Mar  4 01:13:11 2016","1.00","19.21","0.00","1.00","40.05","-1.00","1.00","998.41","-1.00","1.00","2.12","47.45","33.59"
"Fri Mar  4 01:13:46 2016","1.00","19.23","0.00","1.00","39.80","-1.00","1.00","998.33","-1.00","1.00","1.52","47.23","41.53"
"Fri Mar  4 01:14:22 2016","1.00","19.27","0.00","1.00","40.13","-1.00","1.00","998.36","-1.00","1.00","2.51","47.31","53.64"
"Fri Mar  4 01:14:57 2016","1.00","19.16","0.00","1.00","40.33","-1.00","1.00","998.36","-1.00","1.00","2.27","47.81","63.15"
"Fri Mar  4 01:15:33 2016","1.00","19.19","0.00","1.00","40.11","-1.00","1.00","998.36","-1.00","1.00","2.97","47.76","81.71"
"Fri Mar  4 01:16:09 2016","1.00","19.22","0.00","1.00","39.99","-1.00","1.00","998.36","-1.00","1.00","3.46","46.71","96.10"
"Fri Mar  4 01:16:44 2016","1.00","19.24","0.00","1.00","40.18","-1.00","1.00","998.38","-1.00","1.00","3.93","47.39","108.81"
"Fri Mar  4 01:17:20 2016","1.00","19.19","0.00","1.00","40.08","-1.00","1.00","998.32","-1.00","1.00","2.73","47.18","112.51"
"Fri Mar  4 01:17:56 2016","1.00","19.12","0.00","1.00","40.00","-1.00","1.00","998.36","-1.00","1.00","3.17","47.73","120.64"
"Fri Mar  4 01:18:31 2016","1.00","19.17","0.00","1.00","39.89","-1.00","1.00","998.35","-1.00","1.00","2.62","47.94","125.37"
"Fri Mar  4 01:19:07 2016","1.00","19.29","0.00","1.00","40.34","-1.00","1.00","998.38","-1.00","1.00","2.77","46.85","128.73"
"Fri Mar  4 01:19:43 2016","1.00","19.18","0.00","1.00","39.76","-1.00","1.00","998.33","-1.00","1.00","3.97","47.19","135.13"
"Fri Mar  4 01:20:18 2016","1.00","19.16","0.00","1.00","40.37","-1.00","1.00","998.43","-1.00","1.00","2.41","46.57","137.55"
"Fri Mar  4 01:20:54 2016","1.00","19.18","0.00","1.00","40.05","-1.00","1.00","998.36","-1.00","1.00","2.44","47.11","140.37"
"Fri Mar  4 01:21:29 2016","1.00","19.22","0.00","1.00","39.71","-1.00","1.00","998.38","-1.00","1.00","2.22","47.91","143.59"
"Fri Mar  4 01:22:05 2016","1.00","19.04","0.00","1.00","40.17","-1.00","1.00","998.39","-1.00","1.00","2.56","47.81","145.04"
"Fri Mar  4 01:22:40 2016","1.00","19.15","0.00","1.00","40.29","-1.00","1.00","998.31","-1.00","1.00","3.52","46.41","146.09"
"Fri Mar  4 01:23:16 2016","1.00","19.20","0.00","1.00","40.08","-1.00","1.00","998.36","-1.00","1.00","1.85","46.78","149.84"
"Fri Mar  4 01:23:52 2016","1.00","19.17","0.00","1.00","40.51","-1.00","1.00","998.37","-1.00","1.00","2.54","47.60","152.09"
"Fri Mar  4 01:24:27 2016","1.00","19.22","0.00","1.00","40.33","-1.00","1.00","998.38","-1.00","1.00","4.22","47.86","155.26"
"Fri Mar  4 01:25:03 2016","1.00","19.16","0.00","1.00","40.47","-1.00","1.00","998.32","-1.00","1.00","4.71","48.32","155.96"
"Fri Mar  4 01:25:39 2016","1.00","19.19","0.00","1.00","41.29","-1.00","1.00","998.36","-1.00","1.00","3.86","48.17","156.45"
"Fri Mar  4 01:26:14 2016","1.00","19.21","0.00","1.00","40.05","-1.00","1.00","998.34","-1.00","1.00","1.08","45.97","155.47"
"Fri Mar  4 01:26:50 2016","1.00","19.27","0.00","1.00","40.75","-1.00","1.00","998.36","-1.00","1.00","2.57","47.74","159.15"
"Fri Mar  4 01:27:26 2016","1.00","19.09","0.00","1.00","40.25","-1.00","1.00","998.30","-1.00","1.00","2.79","47.28","161.59"
"Fri Mar  4 01:28:01 2016","1.00","19.20","0.00","1.00","40.05","-1.00","1.00","998.28","-1.00","1.00","3.45","47.72","162.98"
"Fri Mar  4 01:28:37 2016","1.00","19.09","0.00","1.00","40.48","-1.00","1.00","998.35","-1.00","1.00","2.44","47.37","163.75"
"Fri Mar  4 01:29:12 2016","1.00","19.20","0.00","1.00","39.99","-1.00","1.00","998.31","-1.00","1.00","2.90","47.40","164.85"
"Fri Mar  4 01:29:48 2016","1.00","19.26","0.00","1.00","39.79","-1.00","1.00","998.33","-1.00","1.00","2.95","48.20","166.26"
"Fri Mar  4 01:30:23 2016","1.00","19.26","0.00","1.00","38.46","-1.00","1.00","998.33","-1.00","1.00","2.64","47.96","167.27"
"Fri Mar  4 01:30:59 2016","1.00","19.12","0.00","1.00","40.41","-1.00","1.00","998.34","-1.00","1.00","2.66","48.10","168.83"
"Fri Mar  4 01:31:35 2016","1.00","19.25","0.00","1.00","41.38","-1.00","1.00","998.34","-1.00","1.00","1.81","47.26","168.96"
"Fri Mar  4 01:32:10 2016","1.00","19.26","0.00","1.00","40.01","-1.00","1.00","998.36","-1.00","1.00","2.75","47.91","170.88"
"Fri Mar  4 01:32:46 2016","1.00","19.23","0.00","1.00","40.15","-1.00","1.00","998.31","-1.00","1.00","2.82","48.24","171.61"
"Fri Mar  4 01:33:22 2016","1.00","19.20","0.00","1.00","40.78","-1.00","1.00","998.32","-1.00","1.00","1.51","46.51","171.18"
"Fri Mar  4 01:33:57 2016","1.00","19.25","0.00","1.00","40.22","-1.00","1.00","998.33","-1.00","1.00","2.56","47.77","173.87"
"Fri Mar  4 01:34:33 2016","1.00","19.22","0.00","1.00","39.99","-1.00","1.00","998.35","-1.00","1.00","1.44","46.97","173.23"
"Fri Mar  4 01:35:08 2016","1.00","19.17","0.00","1.00","39.99","-1.00","1.00","998.36","-1.00","1.00","2.81","47.73","175.66"
"Fri Mar  4 01:35:44 2016","1.00","19.30","0.00","1.00","40.49","-1.00","1.00","998.33","-1.00","1.00","2.77","48.19","176.72"
"Fri Mar  4 01:36:19 2016","1.00","19.25","0.00","1.00","39.99","-1.00","1.00","998.37","-1.00","1.00","2.83","47.92","177.29"
"Fri Mar  4 01:36:55 2016","1.00","19.23","0.00","1.00","40.13","-1.00","1.00","998.35","-1.00","1.00","3.40","47.57","177.92"
"Fri Mar  4 01:37:31 2016","1.00","19.26","0.00","1.00","40.18","-1.00","1.00","998.37","-1.00","1.00","2.43","47.47","179.11"
"Fri Mar  4 01:38:07 2016","1.00","19.20","0.00","1.00","40.14","-1.00","1.00","998.33","-1.00","1.00","2.64","47.67","179.82"
"Fri Mar  4 01:38:42 2016","1.00","19.07","0.00","1.00","40.13","-1.00","1.00","998.34","-1.00","1.00","2.50","47.41","180.78"
"Fri Mar  4 01:39:18 2016","1.00","19.24","0.00","1.00","40.30","-1.00","1.00","998.32","-1.00","1.00","2.57","48.01","181.86"
"Fri Mar  4 01:39:54 2016","1.00","19.12","0.00","1.00","41.09","-1.00","1.00","998.33","-1.00","1.00","2.65","48.33","182.33"
"Fri Mar  4 01:40:29 2016","1.00","19.15","0.00","1.00","40.53","-1.00","1.00","998.36","-1.00","1.00","1.47","47.86","182.94"
"Fri Mar  4 01:41:05 2016","1.00","19.13","0.00","1.00","40.09","-1.00","1.00","998.37","-1.00","1.00","2.66","47.66","183.03"
"Fri Mar  4 01:41:40 2016","1.00","19.11","0.00","1.00","40.37","-1.00","1.00","998.31","-1.00","1.00","3.72","48.27","184.02"
"Fri Mar  4 01:42:16 2016","1.00","19.20","0.00","1.00","40.28","-1.00","1.00","998.30","-1.00","1.00","2.82","48.13","184.32"
"Fri Mar  4 01:42:52 2016","1.00","19.21","0.00","1.00","40.16","-1.00","1.00","998.31","-1.00","1.00","6.51","47.58","184.80"
"Fri Mar  4 01:43:27 2016","1.00","19.19","0.00","1.00","39.30","-1.00","1.00","998.29","-1.00","1.00","2.82","48.00","184.39"
"Fri Mar  4 01:44:03 2016","1.00","19.29","0.00","1.00","39.92","-1.00","1.00","998.30","-1.00","1.00","3.97","47.84","184.73"
"Fri Mar  4 01:44:38 2016","1.00","19.23","0.00","1.00","40.14","-1.00","1.00","998.29","-1.00","1.00","1.79","47.99","185.19"
"Fri Mar  4 01:45:14 2016","1.00","19.26","0.00","1.00","40.19","-1.00","1.00","998.36","-1.00","1.00","2.86","47.82","185.64"
"Fri Mar  4 01:45:49 2016","1.00","19.23","0.00","1.00","40.12","-1.00","1.00","998.34","-1.00","1.00","4.33","47.47","185.58"
"Fri Mar  4 01:46:25 2016","1.00","19.26","0.00","1.00","40.52","-1.00","1.00","998.39","-1.00","1.00","2.32","48.10","185.62"
"Fri Mar  4 01:47:01 2016","1.00","19.24","0.00","1.00","40.12","-1.00","1.00","998.33","-1.00","1.00","2.33","48.20","185.77"
"Fri Mar  4 01:47:37 2016","1.00","19.17","0.00","1.00","40.36","-1.00","1.00","998.31","-1.00","1.00","2.05","48.23","185.33"
"Fri Mar  4 01:48:12 2016","1.00","19.19","0.00","1.00","40.32","-1.00","1.00","998.33","-1.00","1.00","1.31","48.57","185.21"
"Fri Mar  4 01:48:48 2016","1.00","19.25","0.00","1.00","40.29","-1.00","1.00","998.35","-1.00","1.00","3.26","48.01","184.91"
"Fri Mar  4 01:49:23 2016","1.00","19.18","0.00","1.00","40.13","-1.00","1.00","998.36","-1.00","1.00","2.24","48.12","185.09"
"Fri Mar  4 01:49:59 2016","1.00","19.02","0.00","1.00","40.34","-1.00","1.00","998.37","-1.00","1.00","2.62","48.11","184.62"
"Fri Mar  4 01:50:35 2016","1.00","19.11","0.00","1.00","39.91","-1.00","1.00","998.31","-1.00","1.00","3.67","47.97","184.61"
"Fri Mar  4 01:51:10 2016","1.00","19.15","0.00","1.00","41.33","-1.00","1.00","998.28","-1.00","1.00","3.60","48.59","184.26"
"Fri Mar  4 01:51:46 2016","1.00","19.14","0.00","1.00","40.18","-1.00","1.00","998.32","-1.00","1.00","2.66","48.34","184.05"
"Fri Mar  4 01:52:21 2016","1.00","19.24","0.00","1.00","40.45","-1.00","1.00","998.31","-1.00","1.00","2.89","48.12","183.96"
"Fri Mar  4 01:52:57 2016","1.00","19.15","0.00","1.00","40.35","-1.00","1.00","998.28","-1.00","1.00","2.61","47.10","183.86"
"Fri Mar  4 01:53:32 2016","1.00","19.18","0.00","1.00","39.91","-1.00","1.00","998.28","-1.00","1.00","2.59","48.21","183.51"
"Fri Mar  4 01:54:08 2016","1.00","19.10","0.00","1.00","40.29","-1.00","1.00","998.30","-1.00","1.00","3.19","47.73","183.41"
"Fri Mar  4 01:54:44 2016","1.00","19.18","0.00","1.00","40.48","-1.00","1.00","998.33","-1.00","1.00","2.47","47.66","183.19"
"Fri Mar  4 01:55:20 2016","1.00","19.24","0.00","1.00","39.42","-1.00","1.00","998.33","-1.00","1.00","2.64","48.30","183.48"
"Fri Mar  4 01:55:55 2016","1.00","19.18","0.00","1.00","40.80","-1.00","1.00","998.33","-1.00","1.00","2.68","48.11","183.28"
"Fri Mar  4 01:56:31 2016","1.00","19.28","0.00","1.00","40.94","-1.00","1.00","998.31","-1.00","1.00","2.71","48.30","183.23"
"Fri Mar  4 01:57:06 2016","1.00","19.22","0.00","1.00","40.34","-1.00","1.00","998.27","-1.00","1.00","2.91","47.86","183.03"
"Fri Mar  4 01:57:42 2016","1.00","19.19","0.00","1.00","40.37","-1.00","1.00","998.30","-1.00","1.00","2.41","47.70","182.81"
"Fri Mar  4 01:58:17 2016","1.00","19.23","0.00","1.00","40.11","-1.00","1.00","998.29","-1.00","1.00","2.70","48.27","183.16"
"Fri Mar  4 01:58:53 2016","1.00","19.23","0.00","1.00","40.35","-1.00","1.00","998.28","-1.00","1.00","2.38","48.00","183.23"
"Fri Mar  4 01:59:29 2016","1.00","19.21","0.00","1.00","39.38","-1.00","1.00","998.31","-1.00","1.00","2.44","47.73","183.67"
"Fri Mar  4 02:00:04 2016","1.00","19.22","0.00","1.00","40.43","-1.00","1.00","998.31","-1.00","1.00","1.88","48.09","183.94"
"Fri Mar  4 02:00:40 2016","1.00","19.18","0.00","1.00","40.34","-1.00","1.00","998.34","-1.00","1.00","2.49","47.87","184.95"
"Fri Mar  4 02:01:15 2016","1.00","19.15","0.00","1.00","40.09","-1.00","1.00","998.28","-1.00","1.00","2.61","47.90","185.09"
"Fri Mar  4 02:01:51 2016","1.00","19.17","0.00","1.00","40.16","-1.00","1.00","998.26","-1.00","1.00","2.72","47.51","185.24"
"Fri Mar  4 02:02:27 2016","1.00","19.18","0.00","1.00","40.20","-1.00","1.00","998.29","-1.00","1.00","2.81","48.27","186.15"
"Fri Mar  4 02:03:02 2016","1.00","19.25","0.00","1.00","40.21","-1.00","1.00","998.28","-1.00","1.00","2.60","47.69","186.98"
"Fri Mar  4 02:03:38 2016","1.00","19.19","0.00","1.00","39.82","-1.00","1.00","998.28","-1.00","1.00","2.65","47.55","188.25"
"Fri Mar  4 02:04:14 2016","1.00","19.16","0.00","1.00","40.52","-1.00","1.00","998.26","-1.00","1.00","2.61","47.72","188.98"
"Fri Mar  4 02:04:49 2016","1.00","19.18","0.00","1.00","40.40","-1.00","1.00","998.26","-1.00","1.00","2.56","47.84","190.20"
"Fri Mar  4 02:05:25 2016","1.00","19.22","0.00","1.00","40.34","-1.00","1.00","998.22","-1.00","1.00","2.52","48.03","191.65"
"Fri Mar  4 02:06:00 2016","1.00","19.21","0.00","1.00","40.21","-1.00","1.00","998.21","-1.00","1.00","2.55","47.75","193.59"
"Fri Mar  4 02:06:36 2016","1.00","19.22","0.00","1.00","41.23","-1.00","1.00","998.23","-1.00","1.00","3.96","47.33","196.33"
"Fri Mar  4 02:07:12 2016","1.00","19.18","0.00","1.00","41.34","-1.00","1.00","998.25","-1.00","1.00","1.39","47.73","197.56"
"Fri Mar  4 02:07:47 2016","1.00","19.22","0.00","1.00","40.28","-1.00","1.00","998.25","-1.00","1.00","2.92","47.81","200.13"
"Fri Mar  4 02:08:23 2016","1.00","19.11","0.00","1.00","40.20","-1.00","1.00","998.27","-1.00","1.00","2.47","47.67","201.79"
"Fri Mar  4 02:08:59 2016","1.00","19.23","0.00","1.00","40.32","-1.00","1.00","998.28","-1.00","1.00","1.23","48.11","203.82"
"Fri Mar  4 02:09:34 2016","1.00","19.09","0.00","1.00","40.82","-1.00","1.00","998.22","-1.00","1.00","2.61","47.94","206.92"
"Fri Mar  4 02:10:10 2016","1.00","19.27","0.00","1.00","40.87","-1.00","1.00","998.21","-1.00","1.00","2.63","47.82","209.74"
"Fri Mar  4 02:10:46 2016","1.00","19.25","0.00","1.00","40.29","-1.00","1.00","998.18","-1.00","1.00","2.80","47.62","212.43"
"Fri Mar  4 02:11:21 2016","1.00","19.17","0.00","1.00","40.00","-1.00","1.00","998.23","-1.00","1.00","2.49","47.82","215.63"
"Fri Mar  4 02:11:57 2016","1.00","19.24","0.00","1.00","40.44","-1.00","1.00","998.17","-1.00","1.00","2.40","47.66","218.84"
"Fri Mar  4 02:12:33 2016","1.00","19.24","0.00","1.00","39.39","-1.00","1.00","998.21","-1.00","1.00","4.06","47.40","223.63"
"Fri Mar  4 02:13:08 2016","1.00","19.03","0.00","1.00","39.77","-1.00","1.00","998.21","-1.00","1.00","2.13","48.11","226.13"
"Fri Mar  4 02:13:44 2016","1.00","19.04","0.00","1.00","40.23","-1.00","1.00","998.20","-1.00","1.00","2.00","48.31","230.01"
"Fri Mar  4 02:14:20 2016","1.00","19.22","0.00","1.00","39.99","-1.00","1.00","998.21","-1.00","1.00","2.90","47.97","234.28"
"Fri Mar  4 02:14:55 2016","1.00","19.22","0.00","1.00","40.58","-1.00","1.00","998.21","-1.00","1.00","2.56","47.77","237.58"
"Fri Mar  4 02:15:31 2016","1.00","19.18","0.00","1.00","40.28","-1.00","1.00","998.26","-1.00","1.00","2.93","48.07","241.26"
"Fri Mar  4 02:16:07 2016","1.00","19.14","0.00","1.00","40.11","-1.00","1.00","998.19","-1.00","1.00","2.77","48.19","245.62"
"Fri Mar  4 02:16:42 2016","1.00","19.23","0.00","1.00","41.13","-1.00","1.00","998.21","-1.00","1.00","2.96","47.85","250.35"
"Fri Mar  4 02:17:18 2016","1.00","19.06","0.00","1.00","40.26","-1.00","1.00","998.19","-1.00","1.00","2.99","48.08","252.89"
"Fri Mar  4 02:17:54 2016","1.00","19.23","0.00","1.00","40.15","-1.00","1.00","998.18","-1.00","1.00","1.16","48.12","258.32"
"Fri Mar  4 02:18:29 2016","1.00","19.12","0.00","1.00","40.21","-1.00","1.00","998.15","-1.00","1.00","2.90","48.43","263.25"
"Fri Mar  4 02:19:05 2016","1.00","19.20","0.00","1.00","39.22","-1.00","1.00","998.19","-1.00","1.00","2.62","47.70","266.85"
"Fri Mar  4 02:19:40 2016","1.00","19.16","0.00","1.00","41.00","-1.00","1.00","998.19","-1.00","1.00","2.80","47.75","271.79"
"Fri Mar  4 02:20:16 2016","1.00","19.10","0.00","1.00","40.33","-1.00","1.00","998.15","-1.00","1.00","2.77","47.53","275.92"
"Fri Mar  4 02:20:51 2016","1.00","19.09","0.00","1.00","40.33","-1.00","1.00","998.22","-1.00","1.00","2.66","47.42","279.68"
"Fri Mar  4 02:21:27 2016","1.00","19.22","0.00","1.00","40.34","-1.00","1.00","998.19","-1.00","1.00","2.87","48.18","283.38"
"Fri Mar  4 02:22:03 2016","1.00","19.16","0.00","1.00","40.47","-1.00","1.00","998.16","-1.00","1.00","2.83","48.17","287.11"
"Fri Mar  4 02:22:38 2016","1.00","19.14","0.00","1.00","41.23","-1.00","1.00","998.16","-1.00","1.00","2.86","47.88","290.42"
"Fri Mar  4 02:23:14 2016","1.00","19.10","0.00","1.00","39.25","-1.00","1.00","998.12","-1.00","1.00","2.23","47.62","293.87"
"Fri Mar  4 02:23:49 2016","1.00","19.19","0.00","1.00","40.47","-1.00","1.00","998.16","-1.00","1.00","2.68","48.14","298.48"
"Fri Mar  4 02:24:25 2016","1.00","19.30","0.00","1.00","40.13","-1.00","1.00","998.15","-1.00","1.00","2.48","47.78","300.79"
"Fri Mar  4 02:25:00 2016","1.00","19.25","0.00","1.00","40.52","-1.00","1.00","998.14","-1.00","1.00","2.31","47.56","304.43"
"Fri Mar  4 02:25:36 2016","1.00","19.12","0.00","1.00","40.53","-1.00","1.00","998.10","-1.00","1.00","2.45","48.04","307.69"
"Fri Mar  4 02:26:11 2016","1.00","19.11","0.00","1.00","40.22","-1.00","1.00","998.19","-1.00","1.00","2.48","47.74","309.94"
"Fri Mar  4 02:26:47 2016","1.00","19.30","0.00","1.00","41.28","-1.00","1.00","998.14","-1.00","1.00","2.48","47.98","313.95"
"Fri Mar  4 02:27:23 2016","1.00","19.21","0.00","1.00","41.20","-1.00","1.00","998.26","-1.00","1.00","2.63","47.59","316.79"
"Fri Mar  4 02:27:58 2016","1.00","19.22","0.00","1.00","40.00","-1.00","1.00","998.21","-1.00","1.00","2.72","47.60","319.80"
"Fri Mar  4 02:28:34 2016","1.00","19.09","0.00","1.00","39.87","-1.00","1.00","998.23","-1.00","1.00","2.56","47.82","321.52"
"Fri Mar  4 02:29:09 2016","1.00","19.16","0.00","1.00","41.85","-1.00","1.00","998.25","-1.00","1.00","2.22","47.76","324.03"
"Fri Mar  4 02:29:45 2016","1.00","19.12","0.00","1.00","40.26","-1.00","1.00","998.26","-1.00","1.00","2.43","47.44","326.69"
"Fri Mar  4 02:30:21 2016","1.00","19.09","0.00","1.00","40.16","-1.00","1.00","998.29","-1.00","1.00","2.74","47.85","329.75"
"Fri Mar  4 02:30:57 2016","1.00","19.18","0.00","1.00","40.11","-1.00","1.00","998.32","-1.00","1.00","2.58","47.74","332.65"
"Fri Mar  4 02:31:32 2016","1.00","19.25","0.00","1.00","40.43","-1.00","1.00","998.29","-1.00","1.00","2.40","47.56","334.78"
"Fri Mar  4 02:32:08 2016","1.00","19.09","0.00","1.00","40.19","-1.00","1.00","998.32","-1.00","1.00","2.59","47.87","336.77"
"Fri Mar  4 02:32:44 2016","1.00","19.16","0.00","1.00","40.46","-1.00","1.00","998.27","-1.00","1.00","2.58","47.77","339.33"
"Fri Mar  4 02:33:20 2016","1.00","19.19","0.00","1.00","40.20","-1.00","1.00","998.34","-1.00","1.00","2.34","47.54","341.08"
"Fri Mar  4 02:33:56 2016","1.00","19.02","0.00","1.00","40.23","-1.00","1.00","998.33","-1.00","1.00","3.38","48.25","342.70"
"Fri Mar  4 02:34:32 2016","1.00","19.13","0.00","1.00","40.01","-1.00","1.00","998.31","-1.00","1.00","2.41","47.74","344.70"
"Fri Mar  4 02:35:07 2016","1.00","19.24","0.00","1.00","38.78","-1.00","1.00","998.34","-1.00","1.00","3.57","48.27","346.45"
"Fri Mar  4 02:35:43 2016","1.00","19.25","0.00","1.00","40.19","-1.00","1.00","998.33","-1.00","1.00","2.16","47.90","349.52"
"Fri Mar  4 02:36:19 2016","1.00","19.18","0.00","1.00","39.57","-1.00","1.00","998.34","-1.00","1.00","1.96","47.83","352.25"
"Fri Mar  4 02:36:54 2016","1.00","19.31","0.00","1.00","39.49","-1.00","1.00","998.32","-1.00","1.00","2.93","48.36","354.88"
"Fri Mar  4 02:37:30 2016","1.00","19.17","0.00","1.00","39.75","-1.00","1.00","998.38","-1.00","1.00","2.21","48.04","357.41"
"Fri Mar  4 02:38:06 2016","1.00","19.19","0.00","1.00","39.91","-1.00","1.00","998.31","-1.00","1.00","3.25","48.28","359.24"
"Fri Mar  4 02:38:42 2016","1.00","19.16","0.00","1.00","39.89","-1.00","1.00","998.31","-1.00","1.00","1.09","47.20","3.38"
"Fri Mar  4 02:39:17 2016","1.00","19.14","0.00","1.00","41.02","-1.00","1.00","998.32","-1.00","1.00","2.45","47.82","4.73"
"Fri Mar  4 02:39:53 2016","1.00","19.22","0.00","1.00","40.43","-1.00","1.00","998.32","-1.00","1.00","2.99","47.90","6.28"
"Fri Mar  4 02:40:28 2016","1.00","19.20","0.00","1.00","41.69","-1.00","1.00","998.32","-1.00","1.00","2.01","48.10","10.17"
"Fri Mar  4 02:41:04 2016","1.00","19.11","0.00","1.00","40.53","-1.00","1.00","998.34","-1.00","1.00","0.60","47.35","13.07"
"Fri Mar  4 02:41:39 2016","1.00","19.26","0.00","1.00","40.25","-1.00","1.00","998.32","-1.00","1.00","2.65","47.89","14.86"
"Fri Mar  4 02:42:15 2016","1.00","19.17","0.00","1.00","40.02","-1.00","1.00","998.33","-1.00","1.00","1.73","46.98","19.24"
"Fri Mar  4 02:42:51 2016","1.00","19.06","0.00","1.00","40.36","-1.00","1.00","998.36","-1.00","1.00","2.21","47.50","22.24"
"Fri Mar  4 02:43:26 2016","1.00","19.26","0.00","1.00","40.43","-1.00","1.00","998.32","-1.00","1.00","3.27","46.98","28.85"
"Fri Mar  4 02:44:02 2016","1.00","19.10","0.00","1.00","39.89","-1.00","1.00","998.35","-1.00","1.00","3.33","47.08","35.70"
"Fri Mar  4 02:44:38 2016","1.00","19.12","0.00","1.00","40.13","-1.00","1.00","998.37","-1.00","1.00","2.25","47.03","42.28"
