"Time","Display","Temperature","Temp_Reading","Temp_Alarm","Humidity","Hum_Reading","Hum_Alarm","Pressure","PSI_Reading","PSI_Alarm","Pitch","Roll","Yaw"
"Thu Mar  3 13:53:28 2016","1.00","19.75","0.00","1.00","40.01","-1.00","1.00","999.58","-1.00","1.00","2.12","47.62","245.45"
"Thu Mar  3 13:54:04 2016","1.00","19.90","0.00","1.00","40.00","-1.00","1.00","999.57","-1.00","1.00","2.02","47.44","249.10"
"Thu Mar  3 13:54:40 2016","1.00","19.85","0.00","1.00","39.91","-1.00","1.00","999.57","-1.00","1.00","2.77","47.54","253.41"
"Thu Mar  3 13:55:15 2016","1.00","19.90","0.00","1.00","40.09","-1.00","1.00","999.58","-1.00","1.00","0.91","47.29","256.43"
"Thu Mar  3 13:55:51 2016","1.00","19.92","0.00","1.00","40.36","-1.00","1.00","999.55","-1.00","1.00","2.17","47.55","260.15"
"Thu Mar  3 13:56:26 2016","1.00","19.80","0.00","1.00","38.35","-1.00","1.00","999.56","-1.00","1.00","1.19","47.35","263.72"
"Thu Mar  3 13:57:01 2016","1.00","19.75","0.00","1.00","40.23","-1.00","1.00","999.61","-1.00","1.00","2.21","47.73","267.23"
"Thu Mar  3 13:57:37 2016","1.00","19.78","0.00","1.00","40.31","-1.00","1.00","999.63","-1.00","1.00","0.97","47.52","271.45"
"Thu Mar  3 13:58:12 2016","1.00","19.86","0.00","1.00","40.55","-1.00","1.00","999.57","-1.00","1.00","2.43","48.19","276.82"
"Thu Mar  3 13:58:48 2016","1.00","19.77","0.00","1.00","40.04","-1.00","1.00","999.56","-1.00","1.00","2.20","47.69","281.24"
"Thu Mar  3 13:59:23 2016","1.00","19.62","0.00","1.00","40.15","-1.00","1.00","999.60","-1.00","1.00","3.55","47.61","285.14"
"Thu Mar  3 13:59:59 2016","1.00","19.71","0.00","1.00","40.22","-1.00","1.00","999.55","-1.00","1.00","1.14","47.30","289.26"
"Thu Mar  3 14:00:34 2016","1.00","19.64","0.00","1.00","40.28","-1.00","1.00","999.57","-1.00","1.00","2.33","48.32","293.50"
"Thu Mar  3 14:01:10 2016","1.00","19.64","0.00","1.00","40.27","-1.00","1.00","999.52","-1.00","1.00","1.99","47.70","298.72"
"Thu Mar  3 14:01:45 2016","1.00","19.61","0.00","1.00","40.29","-1.00","1.00","999.62","-1.00","1.00","3.21","47.58","302.87"
"Thu Mar  3 14:02:21 2016","1.00","19.76","0.00","1.00","41.06","-1.00","1.00","999.60","-1.00","1.00","2.18","47.81","306.33"
"Thu Mar  3 14:02:56 2016","1.00","19.57","0.00","1.00","40.19","-1.00","1.00","999.54","-1.00","1.00","2.34","47.92","309.91"
"Thu Mar  3 14:03:32 2016","1.00","19.61","0.00","1.00","40.43","-1.00","1.00","999.54","-1.00","1.00","2.31","47.88","312.23"
"Thu Mar  3 14:04:07 2016","1.00","19.63","0.00","1.00","40.03","-1.00","1.00","999.53","-1.00","1.00","1.15","47.20","315.82"
"Thu Mar  3 14:04:42 2016","1.00","19.50","0.00","1.00","40.31","-1.00","1.00","999.58","-1.00","1.00","3.81","48.02","319.13"
"Thu Mar  3 14:05:18 2016","1.00","19.56","0.00","1.00","40.01","-1.00","1.00","999.53","-1.00","1.00","2.24","47.75","322.01"
"Thu Mar  3 14:05:54 2016","1.00","19.78","0.00","1.00","40.23","-1.00","1.00","999.57","-1.00","1.00","2.37","47.22","324.09"
"Thu Mar  3 14:06:29 2016","1.00","19.66","0.00","1.00","40.08","-1.00","1.00","999.53","-1.00","1.00","2.20","47.17","326.92"
"Thu Mar  3 14:07:05 2016","1.00","19.55","0.00","1.00","40.91","-1.00","1.00","999.52","-1.00","1.00","2.30","47.38","329.99"
"Thu Mar  3 14:07:40 2016","1.00","19.50","0.00","1.00","41.64","-1.00","1.00","999.55","-1.00","1.00","2.33","47.38","332.62"
"Thu Mar  3 14:08:16 2016","1.00","19.62","0.00","1.00","40.61","-1.00","1.00","999.56","-1.00","1.00","2.30","48.17","335.81"
"Thu Mar  3 14:08:51 2016","1.00","19.44","0.00","1.00","40.75","-1.00","1.00","999.47","-1.00","1.00","1.65","47.18","337.12"
"Thu Mar  3 14:09:27 2016","1.00","19.44","0.00","1.00","40.36","-1.00","1.00","999.57","-1.00","1.00","2.61","47.40","340.59"
"Thu Mar  3 14:10:03 2016","1.00","19.36","0.00","1.00","40.31","-1.00","1.00","999.44","-1.00","1.00","2.48","48.05","342.54"
"Thu Mar  3 14:10:38 2016","1.00","19.66","0.00","1.00","40.23","-1.00","1.00","999.46","-1.00","1.00","2.76","47.86","344.93"
"Thu Mar  3 14:11:14 2016","1.00","19.44","0.00","1.00","40.42","-1.00","1.00","999.40","-1.00","1.00","2.21","47.44","346.68"
"Thu Mar  3 14:11:49 2016","1.00","19.32","0.00","1.00","40.19","-1.00","1.00","999.37","-1.00","1.00","1.67","47.33","348.14"
"Thu Mar  3 14:12:25 2016","1.00","19.59","0.00","1.00","40.63","-1.00","1.00","999.37","-1.00","1.00","2.25","47.45","350.38"
"Thu Mar  3 14:13:01 2016","1.00","19.55","0.00","1.00","40.71","-1.00","1.00","999.39","-1.00","1.00","3.97","48.45","352.34"
"Thu Mar  3 14:13:36 2016","1.00","19.59","0.00","1.00","40.47","-1.00","1.00","999.42","-1.00","1.00","2.61","47.95","353.68"
"Thu Mar  3 14:14:11 2016","1.00","19.59","0.00","1.00","41.37","-1.00","1.00","999.40","-1.00","1.00","1.96","47.87","355.62"
"Thu Mar  3 14:14:47 2016","1.00","19.62","0.00","1.00","40.35","-1.00","1.00","999.36","-1.00","1.00","2.53","47.80","357.39"
"Thu Mar  3 14:15:23 2016","1.00","19.59","0.00","1.00","39.90","-1.00","1.00","999.34","-1.00","1.00","2.42","47.79","0.38"
"Thu Mar  3 14:15:59 2016","1.00","19.62","0.00","1.00","40.25","-1.00","1.00","999.29","-1.00","1.00","1.07","47.82","1.82"
"Thu Mar  3 14:16:34 2016","1.00","19.41","0.00","1.00","40.97","-1.00","1.00","999.35","-1.00","1.00","2.10","47.88","3.63"
"Thu Mar  3 14:17:10 2016","1.00","19.50","0.00","1.00","40.36","-1.00","1.00","999.38","-1.00","1.00","2.69","48.16","6.03"
"Thu Mar  3 14:17:45 2016","1.00","19.40","0.00","1.00","40.54","-1.00","1.00","999.34","-1.00","1.00","2.29","47.59","8.17"
"Thu Mar  3 14:18:21 2016","1.00","19.28","0.00","1.00","40.44","-1.00","1.00","999.32","-1.00","1.00","1.35","48.07","11.14"
"Thu Mar  3 14:18:57 2016","1.00","19.45","0.00","1.00","40.86","-1.00","1.00","999.31","-1.00","1.00","2.29","47.69","13.87"
"Thu Mar  3 14:19:33 2016","1.00","19.26","0.00","1.00","40.32","-1.00","1.00","999.30","-1.00","1.00","2.18","47.75","14.48"
"Thu Mar  3 14:20:09 2016","1.00","19.43","0.00","1.00","39.91","-1.00","1.00","999.33","-1.00","1.00","2.39","48.43","17.31"
"Thu Mar  3 14:20:44 2016","1.00","19.41","0.00","1.00","40.34","-1.00","1.00","999.35","-1.00","1.00","2.14","48.07","21.53"
"Thu Mar  3 14:21:20 2016","1.00","19.47","0.00","1.00","40.65","-1.00","1.00","999.37","-1.00","1.00","2.38","47.76","23.04"
"Thu Mar  3 14:21:56 2016","1.00","19.39","0.00","1.00","40.66","-1.00","1.00","999.32","-1.00","1.00","1.92","47.32","24.90"
"Thu Mar  3 14:22:31 2016","1.00","19.45","0.00","1.00","40.24","-1.00","1.00","999.32","-1.00","1.00","2.20","47.59","29.52"
"Thu Mar  3 14:23:07 2016","1.00","19.34","0.00","1.00","40.46","-1.00","1.00","999.29","-1.00","1.00","2.11","47.51","35.74"
"Thu Mar  3 14:23:42 2016","1.00","19.48","0.00","1.00","39.73","-1.00","1.00","999.33","-1.00","1.00","1.63","46.67","42.08"
"Thu Mar  3 14:24:18 2016","1.00","19.55","0.00","1.00","40.70","-1.00","1.00","999.29","-1.00","1.00","2.00","47.74","48.52"
"Thu Mar  3 14:24:54 2016","1.00","19.41","0.00","1.00","40.71","-1.00","1.00","999.33","-1.00","1.00","2.29","47.38","56.61"
"Thu Mar  3 14:25:30 2016","1.00","19.37","0.00","1.00","40.35","-1.00","1.00","999.27","-1.00","1.00","2.47","48.21","63.91"
"Thu Mar  3 14:26:05 2016","1.00","19.34","0.00","1.00","40.43","-1.00","1.00","999.28","-1.00","1.00","2.49","48.36","73.01"
"Thu Mar  3 14:26:41 2016","1.00","19.27","0.00","1.00","40.17","-1.00","1.00","999.31","-1.00","1.00","2.64","48.21","83.97"
"Thu Mar  3 14:27:16 2016","1.00","19.24","0.00","1.00","39.04","-1.00","1.00","999.36","-1.00","1.00","1.76","47.93","94.74"
"Thu Mar  3 14:27:52 2016","1.00","19.36","0.00","1.00","40.34","-1.00","1.00","999.37","-1.00","1.00","1.67","47.20","104.13"
"Thu Mar  3 14:28:28 2016","1.00","19.40","0.00","1.00","40.48","-1.00","1.00","999.43","-1.00","1.00","2.14","47.62","113.12"
"Thu Mar  3 14:29:03 2016","1.00","19.35","0.00","1.00","40.65","-1.00","1.00","999.45","-1.00","1.00","2.43","47.56","119.26"
"Thu Mar  3 14:29:39 2016","1.00","19.49","0.00","1.00","40.52","-1.00","1.00","999.42","-1.00","1.00","2.76","48.76","125.52"
"Thu Mar  3 14:30:15 2016","1.00","19.33","0.00","1.00","41.64","-1.00","1.00","999.45","-1.00","1.00","2.47","47.60","128.14"
"Thu Mar  3 14:30:50 2016","1.00","19.21","0.00","1.00","40.54","-1.00","1.00","999.48","-1.00","1.00","2.40","47.94","133.22"
"Thu Mar  3 14:31:25 2016","1.00","19.22","0.00","1.00","40.51","-1.00","1.00","999.45","-1.00","1.00","2.21","47.57","135.58"
"Thu Mar  3 14:32:01 2016","1.00","19.30","0.00","1.00","40.48","-1.00","1.00","999.47","-1.00","1.00","2.28","47.68","139.42"
"Thu Mar  3 14:32:37 2016","1.00","19.41","0.00","1.00","40.37","-1.00","1.00","999.52","-1.00","1.00","2.53","47.84","142.65"
"Thu Mar  3 14:33:12 2016","1.00","19.48","0.00","1.00","40.43","-1.00","1.00","999.50","-1.00","1.00","2.27","47.51","145.42"
"Thu Mar  3 14:33:48 2016","1.00","19.36","0.00","1.00","40.81","-1.00","1.00","999.52","-1.00","1.00","2.49","48.34","147.31"
"Thu Mar  3 14:34:24 2016","1.00","19.35","0.00","1.00","40.46","-1.00","1.00","999.49","-1.00","1.00","2.30","48.10","149.39"
"Thu Mar  3 14:34:59 2016","1.00","19.25","0.00","1.00","40.66","-1.00","1.00","999.48","-1.00","1.00","2.53","48.57","151.65"
"Thu Mar  3 14:35:35 2016","1.00","19.41","0.00","1.00","41.15","-1.00","1.00","999.55","-1.00","1.00","2.00","47.47","152.29"
"Thu Mar  3 14:36:10 2016","1.00","19.46","0.00","1.00","40.68","-1.00","1.00","999.57","-1.00","1.00","2.67","48.35","155.18"
"Thu Mar  3 14:36:46 2016","1.00","19.25","0.00","1.00","40.45","-1.00","1.00","999.54","-1.00","1.00","2.74","48.16","156.58"
"Thu Mar  3 14:37:22 2016","1.00","19.36","0.00","1.00","41.88","-1.00","1.00","999.47","-1.00","1.00","2.48","48.31","157.72"
"Thu Mar  3 14:37:57 2016","1.00","19.42","0.00","1.00","40.83","-1.00","1.00","999.50","-1.00","1.00","1.73","47.10","156.96"
"Thu Mar  3 14:38:33 2016","1.00","19.24","0.00","1.00","39.00","-1.00","1.00","999.51","-1.00","1.00","2.24","47.89","159.10"
"Thu Mar  3 14:39:08 2016","1.00","19.23","0.00","1.00","41.14","-1.00","1.00","999.54","-1.00","1.00","2.53","48.12","159.26"
"Thu Mar  3 14:39:44 2016","1.00","19.38","0.00","1.00","40.58","-1.00","1.00","999.53","-1.00","1.00","2.78","47.69","159.67"
"Thu Mar  3 14:40:19 2016","1.00","19.26","0.00","1.00","40.67","-1.00","1.00","999.50","-1.00","1.00","2.20","48.12","160.17"
"Thu Mar  3 14:40:55 2016","1.00","19.25","0.00","1.00","40.52","-1.00","1.00","999.51","-1.00","1.00","2.56","48.17","160.64"
"Thu Mar  3 14:41:30 2016","1.00","19.39","0.00","1.00","40.80","-1.00","1.00","999.54","-1.00","1.00","2.55","48.23","161.37"
"Thu Mar  3 14:42:06 2016","1.00","19.26","0.00","1.00","40.55","-1.00","1.00","999.57","-1.00","1.00","2.62","47.77","161.10"
"Thu Mar  3 14:42:42 2016","1.00","19.28","0.00","1.00","40.77","-1.00","1.00","999.59","-1.00","1.00","3.63","48.38","160.86"
"Thu Mar  3 14:43:18 2016","1.00","19.39","0.00","1.00","40.83","-1.00","1.00","999.60","-1.00","1.00","2.14","47.84","160.10"
"Thu Mar  3 14:43:53 2016","1.00","19.19","0.00","1.00","41.19","-1.00","1.00","999.61","-1.00","1.00","2.56","48.08","160.29"
"Thu Mar  3 14:44:28 2016","1.00","19.38","0.00","1.00","40.76","-1.00","1.00","999.60","-1.00","1.00","2.40","48.03","160.63"
"Thu Mar  3 14:45:04 2016","1.00","19.22","0.00","1.00","40.82","-1.00","1.00","999.58","-1.00","1.00","2.11","47.54","160.75"
"Thu Mar  3 14:45:40 2016","1.00","19.31","0.00","1.00","40.81","-1.00","1.00","999.55","-1.00","1.00","2.41","47.61","160.80"
"Thu Mar  3 14:46:15 2016","1.00","19.19","0.00","1.00","40.59","-1.00","1.00","999.61","-1.00","1.00","2.39","48.04","161.04"
"Thu Mar  3 14:46:51 2016","1.00","19.35","0.00","1.00","40.71","-1.00","1.00","999.63","-1.00","1.00","2.58","48.08","160.67"
"Thu Mar  3 14:47:27 2016","1.00","19.38","0.00","1.00","40.53","-1.00","1.00","999.57","-1.00","1.00","1.24","47.75","160.41"
"Thu Mar  3 14:48:03 2016","1.00","19.42","0.00","1.00","40.21","-1.00","1.00","999.56","-1.00","1.00","2.52","48.08","160.53"
"Thu Mar  3 14:48:38 2016","1.00","19.38","0.00","1.00","41.16","-1.00","1.00","999.57","-1.00","1.00","2.51","47.95","160.81"
"Thu Mar  3 14:49:14 2016","1.00","19.37","0.00","1.00","40.81","-1.00","1.00","999.54","-1.00","1.00","2.59","48.15","161.35"
"Thu Mar  3 14:49:50 2016","1.00","19.23","0.00","1.00","40.99","-1.00","1.00","999.64","-1.00","1.00","2.36","48.22","161.17"
"Thu Mar  3 14:50:26 2016","1.00","19.20","0.00","1.00","40.66","-1.00","1.00","999.59","-1.00","1.00","2.47","48.04","161.47"
"Thu Mar  3 14:51:01 2016","1.00","19.28","0.00","1.00","40.73","-1.00","1.00","999.64","-1.00","1.00","2.68","48.28","162.04"
"Thu Mar  3 14:51:37 2016","1.00","19.23","0.00","1.00","40.45","-1.00","1.00","999.60","-1.00","1.00","2.65","48.14","162.31"
"Thu Mar  3 14:52:12 2016","1.00","19.39","0.00","1.00","41.39","-1.00","1.00","999.63","-1.00","1.00","2.72","48.69","163.18"
"Thu Mar  3 14:52:48 2016","1.00","19.33","0.00","1.00","40.91","-1.00","1.00","999.67","-1.00","1.00","2.53","48.22","163.72"
"Thu Mar  3 14:53:23 2016","1.00","19.17","0.00","1.00","39.27","-1.00","1.00","999.61","-1.00","1.00","2.48","48.14","164.51"
"Thu Mar  3 14:53:59 2016","1.00","19.40","0.00","1.00","40.96","-1.00","1.00","999.64","-1.00","1.00","2.61","48.20","165.17"
"Thu Mar  3 14:54:35 2016","1.00","19.19","0.00","1.00","40.76","-1.00","1.00","999.66","-1.00","1.00","2.51","48.25","165.99"
"Thu Mar  3 14:55:10 2016","1.00","19.33","0.00","1.00","40.58","-1.00","1.00","999.65","-1.00","1.00","2.75","48.45","166.66"
"Thu Mar  3 14:55:46 2016","1.00","19.23","0.00","1.00","40.58","-1.00","1.00","999.63","-1.00","1.00","2.71","48.77","167.70"
"Thu Mar  3 14:56:21 2016","1.00","19.33","0.00","1.00","41.39","-1.00","1.00","999.69","-1.00","1.00","1.38","48.13","167.94"
"Thu Mar  3 14:56:57 2016","1.00","19.09","0.00","1.00","40.89","-1.00","1.00","999.66","-1.00","1.00","3.53","48.49","168.72"
"Thu Mar  3 14:57:33 2016","1.00","19.28","0.00","1.00","40.49","-1.00","1.00","999.65","-1.00","1.00","2.82","47.85","169.85"
"Thu Mar  3 14:58:08 2016","1.00","19.40","0.00","1.00","39.42","-1.00","1.00","999.62","-1.00","1.00","2.19","48.14","171.05"
"Thu Mar  3 14:58:44 2016","1.00","19.39","0.00","1.00","40.74","-1.00","1.00","999.64","-1.00","1.00","2.56","48.76","172.35"
"Thu Mar  3 14:59:20 2016","1.00","19.37","0.00","1.00","40.63","-1.00","1.00","999.62","-1.00","1.00","2.47","48.17","172.76"
"Thu Mar  3 14:59:55 2016","1.00","19.24","0.00","1.00","40.41","-1.00","1.00","999.66","-1.00","1.00","2.59","48.03","174.13"
"Thu Mar  3 15:00:31 2016","1.00","19.37","0.00","1.00","40.46","-1.00","1.00","999.66","-1.00","1.00","2.20","47.85","174.72"
"Thu Mar  3 15:01:07 2016","1.00","19.32","0.00","1.00","40.61","-1.00","1.00","999.67","-1.00","1.00","3.30","47.83","175.64"
"Thu Mar  3 15:01:42 2016","1.00","19.24","0.00","1.00","40.62","-1.00","1.00","999.64","-1.00","1.00","1.71","48.51","177.05"
"Thu Mar  3 15:02:18 2016","1.00","19.39","0.00","1.00","40.75","-1.00","1.00","999.64","-1.00","1.00","2.45","48.19","178.04"
"Thu Mar  3 15:02:53 2016","1.00","19.23","0.00","1.00","41.16","-1.00","1.00","999.72","-1.00","1.00","2.50","48.08","178.82"
"Thu Mar  3 15:03:29 2016","1.00","19.38","0.00","1.00","40.77","-1.00","1.00","999.64","-1.00","1.00","2.44","48.42","180.01"
"Thu Mar  3 15:04:05 2016","1.00","19.35","0.00","1.00","42.31","-1.00","1.00","999.67","-1.00","1.00","2.45","47.91","180.99"
"Thu Mar  3 15:04:40 2016","1.00","19.31","0.00","1.00","39.25","-1.00","1.00","999.67","-1.00","1.00","2.39","48.20","182.33"
"Thu Mar  3 15:05:16 2016","1.00","19.20","0.00","1.00","41.85","-1.00","1.00","999.69","-1.00","1.00","2.42","48.20","182.82"
"Thu Mar  3 15:05:52 2016","1.00","19.38","0.00","1.00","39.52","-1.00","1.00","999.69","-1.00","1.00","2.75","48.35","184.18"
"Thu Mar  3 15:06:27 2016","1.00","19.32","0.00","1.00","40.47","-1.00","1.00","999.66","-1.00","1.00","1.69","48.27","184.90"
"Thu Mar  3 15:07:03 2016","1.00","19.34","0.00","1.00","40.61","-1.00","1.00","999.75","-1.00","1.00","2.14","48.04","186.20"
"Thu Mar  3 15:07:38 2016","1.00","19.25","0.00","1.00","40.03","-1.00","1.00","999.67","-1.00","1.00","2.53","47.74","186.60"
"Thu Mar  3 15:08:14 2016","1.00","19.38","0.00","1.00","40.62","-1.00","1.00","999.72","-1.00","1.00","2.81","48.27","188.09"
"Thu Mar  3 15:08:49 2016","1.00","19.37","0.00","1.00","40.71","-1.00","1.00","999.70","-1.00","1.00","2.87","47.71","188.83"
"Thu Mar  3 15:09:25 2016","1.00","19.35","0.00","1.00","40.75","-1.00","1.00","999.69","-1.00","1.00","2.55","47.70","189.87"
"Thu Mar  3 15:10:00 2016","1.00","19.38","0.00","1.00","40.66","-1.00","1.00","999.70","-1.00","1.00","1.20","48.39","190.81"
"Thu Mar  3 15:10:36 2016","1.00","19.32","0.00","1.00","40.51","-1.00","1.00","999.68","-1.00","1.00","3.75","47.59","192.82"
"Thu Mar  3 15:11:12 2016","1.00","19.33","0.00","1.00","40.63","-1.00","1.00","999.69","-1.00","1.00","2.78","48.25","193.43"
"Thu Mar  3 15:11:48 2016","1.00","19.21","0.00","1.00","40.61","-1.00","1.00","999.70","-1.00","1.00","3.28","48.46","194.77"
"Thu Mar  3 15:12:24 2016","1.00","19.38","0.00","1.00","40.82","-1.00","1.00","999.71","-1.00","1.00","4.29","47.89","195.99"
"Thu Mar  3 15:12:59 2016","1.00","19.36","0.00","1.00","40.50","-1.00","1.00","999.71","-1.00","1.00","2.82","48.48","196.64"
"Thu Mar  3 15:13:35 2016","1.00","19.37","0.00","1.00","40.78","-1.00","1.00","999.79","-1.00","1.00","2.80","48.02","198.19"
"Thu Mar  3 15:14:11 2016","1.00","19.37","0.00","1.00","40.63","-1.00","1.00","999.80","-1.00","1.00","2.42","48.01","199.36"
"Thu Mar  3 15:14:46 2016","1.00","19.08","0.00","1.00","40.88","-1.00","1.00","999.69","-1.00","1.00","2.63","48.20","200.18"
"Thu Mar  3 15:15:22 2016","1.00","19.25","0.00","1.00","40.66","-1.00","1.00","999.72","-1.00","1.00","3.40","48.36","202.16"
"Thu Mar  3 15:15:58 2016","1.00","19.33","0.00","1.00","40.68","-1.00","1.00","999.75","-1.00","1.00","2.96","48.17","203.67"
"Thu Mar  3 15:16:33 2016","1.00","19.35","0.00","1.00","40.88","-1.00","1.00","999.69","-1.00","1.00","1.72","48.35","205.39"
"Thu Mar  3 15:17:09 2016","1.00","19.28","0.00","1.00","40.59","-1.00","1.00","999.76","-1.00","1.00","1.31","48.45","207.15"
"Thu Mar  3 15:17:44 2016","1.00","19.40","0.00","1.00","40.90","-1.00","1.00","999.73","-1.00","1.00","2.16","47.81","208.48"
"Thu Mar  3 15:18:20 2016","1.00","19.32","0.00","1.00","40.35","-1.00","1.00","999.72","-1.00","1.00","2.34","47.91","210.13"
"Thu Mar  3 15:18:55 2016","1.00","19.20","0.00","1.00","39.87","-1.00","1.00","999.73","-1.00","1.00","3.22","47.59","212.66"
"Thu Mar  3 15:19:31 2016","1.00","19.23","0.00","1.00","40.86","-1.00","1.00","999.69","-1.00","1.00","4.13","47.31","215.26"
"Thu Mar  3 15:20:07 2016","1.00","19.44","0.00","1.00","40.56","-1.00","1.00","999.75","-1.00","1.00","2.62","47.74","216.83"
"Thu Mar  3 15:20:42 2016","1.00","19.35","0.00","1.00","40.54","-1.00","1.00","999.73","-1.00","1.00","3.53","47.51","218.71"
"Thu Mar  3 15:21:18 2016","1.00","19.21","0.00","1.00","40.29","-1.00","1.00","999.75","-1.00","1.00","2.69","48.35","219.80"
"Thu Mar  3 15:21:53 2016","1.00","19.30","0.00","1.00","41.13","-1.00","1.00","999.71","-1.00","1.00","1.93","48.30","222.57"
"Thu Mar  3 15:22:29 2016","1.00","19.26","0.00","1.00","40.64","-1.00","1.00","999.72","-1.00","1.00","2.43","48.06","224.87"
"Thu Mar  3 15:23:05 2016","1.00","19.39","0.00","1.00","40.52","-1.00","1.00","999.69","-1.00","1.00","2.35","48.38","226.68"
"Thu Mar  3 15:23:40 2016","1.00","19.30","0.00","1.00","40.40","-1.00","1.00","999.69","-1.00","1.00","1.90","47.74","229.09"
"Thu Mar  3 15:24:16 2016","1.00","19.38","0.00","1.00","40.65","-1.00","1.00","999.69","-1.00","1.00","3.37","48.07","232.72"
"Thu Mar  3 15:24:52 2016","1.00","19.41","0.00","1.00","40.63","-1.00","1.00","999.68","-1.00","1.00","2.98","48.24","234.48"
"Thu Mar  3 15:25:27 2016","1.00","19.41","0.00","1.00","40.91","-1.00","1.00","999.70","-1.00","1.00","1.07","48.02","236.75"
"Thu Mar  3 15:26:03 2016","1.00","19.17","0.00","1.00","40.14","-1.00","1.00","999.68","-1.00","1.00","3.07","47.78","240.08"
"Thu Mar  3 15:26:39 2016","1.00","19.24","0.00","1.00","38.83","-1.00","1.00","999.61","-1.00","1.00","2.64","48.23","242.40"
"Thu Mar  3 15:27:14 2016","1.00","19.33","0.00","1.00","40.58","-1.00","1.00","999.62","-1.00","1.00","2.41","48.36","245.28"
"Thu Mar  3 15:27:50 2016","1.00","19.36","0.00","1.00","40.32","-1.00","1.00","999.63","-1.00","1.00","2.49","47.97","249.03"
"Thu Mar  3 15:28:25 2016","1.00","19.41","0.00","1.00","40.61","-1.00","1.00","999.57","-1.00","1.00","2.14","47.40","252.57"
"Thu Mar  3 15:29:01 2016","1.00","19.33","0.00","1.00","42.25","-1.00","1.00","999.64","-1.00","1.00","1.57","47.87","254.87"
"Thu Mar  3 15:29:36 2016","1.00","19.34","0.00","1.00","40.39","-1.00","1.00","999.59","-1.00","1.00","2.64","48.34","259.10"
"Thu Mar  3 15:30:12 2016","1.00","19.07","0.00","1.00","40.42","-1.00","1.00","999.54","-1.00","1.00","2.42","48.54","262.68"
"Thu Mar  3 15:30:48 2016","1.00","19.25","0.00","1.00","40.51","-1.00","1.00","999.56","-1.00","1.00","3.56","48.27","266.25"
"Thu Mar  3 15:31:23 2016","1.00","19.26","0.00","1.00","41.11","-1.00","1.00","999.53","-1.00","1.00","2.86","48.32","269.33"
