"Time","Display","Temperature","Temp_Reading","Temp_Alarm","Humidity","Hum_Reading","Hum_Alarm","Pressure","PSI_Reading","PSI_Alarm","Pitch","Roll","Yaw"
"Wed Mar  2 02:18:32 2016","1.00","19.61","0.00","1.00","43.07","-1.00","1.00","1004.06","0.00","1.00","2.82","48.78","204.46"
"Wed Mar  2 02:19:07 2016","1.00","19.39","0.00","1.00","42.58","-1.00","1.00","1003.99","0.00","1.00","3.42","47.79","208.47"
"Wed Mar  2 02:19:41 2016","1.00","19.53","0.00","1.00","42.66","-1.00","1.00","1003.99","0.00","1.00","1.92","48.61","209.92"
"Wed Mar  2 02:20:15 2016","1.00","19.45","0.00","1.00","43.12","-1.00","1.00","1003.96","0.00","1.00","0.21","48.71","211.51"
"Wed Mar  2 02:20:49 2016","1.00","19.80","0.00","1.00","42.93","-1.00","1.00","1003.99","0.00","1.00","2.86","48.89","214.18"
"Wed Mar  2 02:21:23 2016","1.00","19.57","0.00","1.00","42.07","-1.00","1.00","1004.00","0.00","1.00","0.80","48.17","217.90"
"Wed Mar  2 02:21:57 2016","1.00","19.60","0.00","1.00","42.91","-1.00","1.00","1004.06","0.00","1.00","2.59","48.42","220.22"
"Wed Mar  2 02:22:31 2016","1.00","19.50","0.00","1.00","41.88","-1.00","1.00","1004.01","0.00","1.00","0.67","49.22","223.25"
"Wed Mar  2 02:23:05 2016","1.00","19.66","0.00","1.00","43.04","-1.00","1.00","1004.01","0.00","1.00","1.69","48.80","226.47"
"Wed Mar  2 02:23:40 2016","1.00","19.54","0.00","1.00","42.89","-1.00","1.00","1003.98","0.00","1.00","1.87","49.10","230.13"
"Wed Mar  2 02:24:14 2016","1.00","19.60","0.00","1.00","43.23","-1.00","1.00","1003.96","0.00","1.00","0.74","49.62","233.40"
"Wed Mar  2 02:24:48 2016","1.00","19.77","0.00","1.00","43.07","-1.00","1.00","1003.99","0.00","1.00","2.04","49.08","237.46"
"Wed Mar  2 02:25:22 2016","1.00","19.50","0.00","1.00","43.02","-1.00","1.00","1003.95","0.00","1.00","358.54","48.57","241.08"
"Wed Mar  2 02:25:56 2016","1.00","19.58","0.00","1.00","42.68","-1.00","1.00","1003.99","0.00","1.00","1.39","48.79","244.78"
"Wed Mar  2 02:26:30 2016","1.00","19.63","0.00","1.00","40.32","-1.00","1.00","1004.03","0.00","1.00","2.05","49.31","248.58"
"Wed Mar  2 02:27:04 2016","1.00","19.64","0.00","1.00","43.52","-1.00","1.00","1004.02","0.00","1.00","1.22","48.88","252.71"
"Wed Mar  2 02:27:38 2016","1.00","19.62","0.00","1.00","42.50","-1.00","1.00","1004.06","0.00","1.00","1.89","48.51","256.63"
"Wed Mar  2 02:28:12 2016","1.00","19.60","0.00","1.00","43.28","-1.00","1.00","1004.07","0.00","1.00","3.74","48.42","260.79"
"Wed Mar  2 02:28:47 2016","1.00","19.52","0.00","1.00","43.11","-1.00","1.00","1004.11","0.00","1.00","2.13","49.13","264.45"
"Wed Mar  2 02:29:21 2016","1.00","19.58","0.00","1.00","42.83","-1.00","1.00","1004.14","0.00","1.00","2.20","49.17","268.68"
"Wed Mar  2 02:29:55 2016","1.00","19.68","0.00","1.00","43.02","-1.00","1.00","1004.10","0.00","1.00","1.86","48.40","272.63"
"Wed Mar  2 02:30:29 2016","1.00","19.46","0.00","1.00","42.71","-1.00","1.00","1004.08","0.00","1.00","0.62","48.80","275.86"
"Wed Mar  2 02:31:03 2016","1.00","19.62","0.00","1.00","42.84","-1.00","1.00","1004.07","0.00","1.00","1.45","48.72","280.23"
"Wed Mar  2 02:31:37 2016","1.00","19.60","0.00","1.00","41.81","-1.00","1.00","1004.08","0.00","1.00","2.05","48.52","283.99"
"Wed Mar  2 02:32:11 2016","1.00","19.59","0.00","1.00","42.57","-1.00","1.00","1004.13","0.00","1.00","3.10","48.91","287.36"
"Wed Mar  2 02:32:45 2016","1.00","19.64","0.00","1.00","42.92","-1.00","1.00","1004.11","0.00","1.00","1.34","48.35","290.49"
"Wed Mar  2 02:33:20 2016","1.00","19.49","0.00","1.00","42.86","-1.00","1.00","1004.15","0.00","1.00","2.09","48.54","294.58"
"Wed Mar  2 02:33:54 2016","1.00","19.67","0.00","1.00","42.68","-1.00","1.00","1004.13","0.00","1.00","0.77","48.20","297.26"
"Wed Mar  2 02:34:28 2016","1.00","19.62","0.00","1.00","43.37","-1.00","1.00","1004.11","0.00","1.00","1.56","49.14","300.82"
"Wed Mar  2 02:35:02 2016","1.00","19.68","0.00","1.00","41.48","-1.00","1.00","1004.13","0.00","1.00","1.40","48.77","302.39"
"Wed Mar  2 02:35:36 2016","1.00","19.67","0.00","1.00","42.54","-1.00","1.00","1004.10","0.00","1.00","0.70","47.89","304.58"
"Wed Mar  2 02:36:10 2016","1.00","19.43","0.00","1.00","42.87","-1.00","1.00","1004.09","0.00","1.00","3.75","48.62","308.72"
"Wed Mar  2 02:36:44 2016","1.00","19.53","0.00","1.00","42.07","-1.00","1.00","1004.10","0.00","1.00","2.18","48.95","310.81"
"Wed Mar  2 02:37:18 2016","1.00","19.60","0.00","1.00","42.88","-1.00","1.00","1004.09","0.00","1.00","1.50","48.71","312.71"
"Wed Mar  2 02:37:53 2016","1.00","19.45","0.00","1.00","42.43","-1.00","1.00","1004.07","0.00","1.00","1.08","48.25","315.37"
"Wed Mar  2 02:38:27 2016","1.00","19.59","0.00","1.00","42.09","-1.00","1.00","1004.11","0.00","1.00","2.07","48.97","318.11"
"Wed Mar  2 02:39:01 2016","1.00","19.48","0.00","1.00","42.54","-1.00","1.00","1004.10","0.00","1.00","1.29","48.88","319.65"
"Wed Mar  2 02:39:35 2016","1.00","19.52","0.00","1.00","43.14","-1.00","1.00","1004.13","0.00","1.00","1.59","48.35","321.42"
"Wed Mar  2 02:40:09 2016","1.00","19.58","0.00","1.00","42.98","-1.00","1.00","1004.12","0.00","1.00","4.04","49.18","322.96"
"Wed Mar  2 02:40:43 2016","1.00","19.62","0.00","1.00","42.73","-1.00","1.00","1004.14","0.00","1.00","0.81","48.53","324.84"
"Wed Mar  2 02:41:17 2016","1.00","19.57","0.00","1.00","42.79","-1.00","1.00","1004.12","0.00","1.00","0.59","48.25","326.77"
"Wed Mar  2 02:41:52 2016","1.00","19.56","0.00","1.00","42.68","-1.00","1.00","1004.14","0.00","1.00","1.70","49.65","329.61"
"Wed Mar  2 02:42:26 2016","1.00","19.66","0.00","1.00","43.02","-1.00","1.00","1004.18","0.00","1.00","1.24","48.71","330.46"
"Wed Mar  2 02:43:00 2016","1.00","19.47","0.00","1.00","42.86","-1.00","1.00","1004.09","0.00","1.00","2.04","50.13","331.22"
"Wed Mar  2 02:43:34 2016","1.00","19.45","0.00","1.00","42.67","-1.00","1.00","1004.13","0.00","1.00","1.99","48.98","332.85"
"Wed Mar  2 02:44:08 2016","1.00","19.59","0.00","1.00","42.86","-1.00","1.00","1004.18","0.00","1.00","3.20","49.69","332.38"
"Wed Mar  2 02:44:42 2016","1.00","19.38","0.00","1.00","42.75","-1.00","1.00","1004.16","0.00","1.00","2.12","49.34","335.49"
"Wed Mar  2 02:45:16 2016","1.00","19.55","0.00","1.00","44.13","-1.00","1.00","1004.13","0.00","1.00","0.52","49.04","335.23"
"Wed Mar  2 02:45:50 2016","1.00","19.67","0.00","1.00","42.80","-1.00","1.00","1004.10","0.00","1.00","2.77","49.64","335.54"
"Wed Mar  2 02:46:24 2016","1.00","19.46","0.00","1.00","42.25","-1.00","1.00","1004.12","0.00","1.00","1.87","49.67","336.28"
"Wed Mar  2 02:46:59 2016","1.00","19.44","0.00","1.00","42.70","-1.00","1.00","1004.09","0.00","1.00","1.73","48.62","338.92"
"Wed Mar  2 02:47:33 2016","1.00","19.67","0.00","1.00","40.70","-1.00","1.00","1004.09","0.00","1.00","1.95","49.16","339.01"
"Wed Mar  2 02:48:07 2016","1.00","19.53","0.00","1.00","41.99","-1.00","1.00","1004.05","0.00","1.00","0.20","48.56","338.37"
"Wed Mar  2 02:48:41 2016","1.00","19.51","0.00","1.00","42.77","-1.00","1.00","1004.05","0.00","1.00","2.62","50.08","337.57"
"Wed Mar  2 02:49:15 2016","1.00","19.66","0.00","1.00","42.54","-1.00","1.00","1004.06","0.00","1.00","2.21","48.76","340.05"
"Wed Mar  2 02:49:49 2016","1.00","19.51","0.00","1.00","42.70","-1.00","1.00","1004.04","0.00","1.00","4.01","51.96","335.93"
"Wed Mar  2 02:50:23 2016","1.00","19.48","0.00","1.00","40.89","-1.00","1.00","1004.00","0.00","1.00","0.75","50.10","339.39"
"Wed Mar  2 02:50:57 2016","1.00","19.71","0.00","1.00","42.77","-1.00","1.00","1004.01","0.00","1.00","2.07","48.86","341.32"
"Wed Mar  2 02:51:31 2016","1.00","19.55","0.00","1.00","42.52","-1.00","1.00","1004.00","0.00","1.00","2.51","49.68","340.04"
"Wed Mar  2 02:52:06 2016","1.00","19.35","0.00","1.00","42.58","-1.00","1.00","1003.98","0.00","1.00","1.30","48.76","341.89"
"Wed Mar  2 02:52:40 2016","1.00","19.56","0.00","1.00","42.35","-1.00","1.00","1004.06","0.00","1.00","3.53","51.57","336.65"
"Wed Mar  2 02:53:14 2016","1.00","19.52","0.00","1.00","42.54","-1.00","1.00","1003.97","0.00","1.00","0.62","50.71","336.23"
"Wed Mar  2 02:53:48 2016","1.00","19.53","0.00","1.00","42.43","-1.00","1.00","1003.98","0.00","1.00","1.39","50.63","336.61"
"Wed Mar  2 02:54:22 2016","1.00","19.50","0.00","1.00","42.63","-1.00","1.00","1003.96","0.00","1.00","1.25","50.21","336.67"
"Wed Mar  2 02:54:56 2016","1.00","19.45","0.00","1.00","42.48","-1.00","1.00","1003.98","0.00","1.00","2.02","49.86","330.89"
"Wed Mar  2 02:55:30 2016","1.00","19.77","0.00","1.00","43.42","-1.00","1.00","1003.97","0.00","1.00","2.89","51.96","330.08"
"Wed Mar  2 02:56:04 2016","1.00","19.49","0.00","1.00","42.34","-1.00","1.00","1004.01","0.00","1.00","1.00","50.81","331.39"
"Wed Mar  2 02:56:38 2016","1.00","19.47","0.00","1.00","42.34","-1.00","1.00","1003.93","0.00","1.00","0.77","49.47","319.79"
"Wed Mar  2 02:57:12 2016","1.00","19.59","0.00","1.00","42.20","-1.00","1.00","1003.94","0.00","1.00","1.63","49.50","303.52"
"Wed Mar  2 02:57:46 2016","1.00","19.53","0.00","1.00","42.42","-1.00","1.00","1003.94","0.00","1.00","1.67","51.65","268.62"
"Wed Mar  2 02:58:20 2016","1.00","19.53","0.00","1.00","42.40","-1.00","1.00","1003.93","0.00","1.00","2.55","51.47","204.56"
"Wed Mar  2 02:58:55 2016","1.00","19.54","0.00","1.00","42.00","-1.00","1.00","1003.91","0.00","1.00","4.85","51.30","193.74"
"Wed Mar  2 02:59:29 2016","1.00","19.57","0.00","1.00","41.83","-1.00","1.00","1003.93","0.00","1.00","2.53","51.15","188.87"
"Wed Mar  2 03:00:03 2016","1.00","19.65","0.00","1.00","42.24","-1.00","1.00","1003.90","0.00","1.00","3.60","47.14","178.05"
"Wed Mar  2 03:00:37 2016","1.00","19.48","0.00","1.00","41.59","-1.00","1.00","1003.90","0.00","1.00","3.67","46.15","175.77"
"Wed Mar  2 03:01:11 2016","1.00","19.55","0.00","1.00","42.17","-1.00","1.00","1003.87","0.00","1.00","3.38","46.42","174.98"
"Wed Mar  2 03:01:45 2016","1.00","19.55","0.00","1.00","42.12","-1.00","1.00","1003.95","0.00","1.00","2.87","46.53","173.90"
"Wed Mar  2 03:02:19 2016","1.00","19.51","0.00","1.00","42.06","-1.00","1.00","1003.92","0.00","1.00","2.69","45.61","170.38"
"Wed Mar  2 03:02:54 2016","1.00","19.48","0.00","1.00","42.34","-1.00","1.00","1003.83","0.00","1.00","5.58","45.97","169.85"
"Wed Mar  2 03:03:28 2016","1.00","19.35","0.00","1.00","42.22","-1.00","1.00","1003.82","0.00","1.00","3.43","46.53","169.69"
"Wed Mar  2 03:04:02 2016","1.00","19.26","0.00","1.00","41.68","-1.00","1.00","1003.85","0.00","1.00","3.11","46.87","167.52"
"Wed Mar  2 03:04:36 2016","1.00","19.43","0.00","1.00","42.40","-1.00","1.00","1003.83","0.00","1.00","1.73","47.30","167.63"
"Wed Mar  2 03:05:10 2016","1.00","19.27","0.00","1.00","41.96","-1.00","1.00","1003.87","0.00","1.00","3.03","46.47","168.32"
"Wed Mar  2 03:05:44 2016","1.00","19.53","0.00","1.00","41.89","-1.00","1.00","1003.84","0.00","1.00","2.14","46.08","168.27"
"Wed Mar  2 03:06:18 2016","1.00","19.30","0.00","1.00","42.07","-1.00","1.00","1003.83","0.00","1.00","2.48","45.94","169.08"
"Wed Mar  2 03:06:52 2016","1.00","19.63","0.00","1.00","42.72","-1.00","1.00","1003.83","0.00","1.00","1.92","46.93","169.53"
"Wed Mar  2 03:07:26 2016","1.00","19.36","0.00","1.00","42.66","-1.00","1.00","1003.82","0.00","1.00","3.90","47.67","171.68"
"Wed Mar  2 03:08:00 2016","1.00","19.35","0.00","1.00","41.92","-1.00","1.00","1003.80","0.00","1.00","3.63","48.21","171.54"
"Wed Mar  2 03:08:35 2016","1.00","19.40","0.00","1.00","41.93","-1.00","1.00","1003.79","0.00","1.00","3.63","48.46","172.91"
"Wed Mar  2 03:09:09 2016","1.00","19.48","0.00","1.00","41.76","-1.00","1.00","1003.77","0.00","1.00","2.84","47.23","171.16"
"Wed Mar  2 03:09:43 2016","1.00","19.37","0.00","1.00","41.87","-1.00","1.00","1003.80","0.00","1.00","3.13","44.56","166.91"
"Wed Mar  2 03:10:17 2016","1.00","19.22","0.00","1.00","42.42","-1.00","1.00","1003.79","0.00","1.00","3.71","48.15","173.26"
"Wed Mar  2 03:10:51 2016","1.00","19.48","0.00","1.00","41.69","-1.00","1.00","1003.80","0.00","1.00","1.95","47.70","174.54"
"Wed Mar  2 03:11:25 2016","1.00","19.50","0.00","1.00","41.92","-1.00","1.00","1003.76","0.00","1.00","1.82","47.23","173.82"
"Wed Mar  2 03:11:59 2016","1.00","19.43","0.00","1.00","41.81","-1.00","1.00","1003.74","0.00","1.00","1.79","46.79","174.05"
"Wed Mar  2 03:12:33 2016","1.00","19.36","0.00","1.00","41.89","-1.00","1.00","1003.75","0.00","1.00","4.66","48.57","176.39"
"Wed Mar  2 03:13:08 2016","1.00","19.43","0.00","1.00","40.35","-1.00","1.00","1003.84","0.00","1.00","2.69","48.99","176.93"
"Wed Mar  2 03:13:42 2016","1.00","19.49","0.00","1.00","41.87","-1.00","1.00","1003.78","0.00","1.00","2.07","48.22","176.41"
"Wed Mar  2 03:14:16 2016","1.00","19.32","0.00","1.00","41.52","-1.00","1.00","1003.76","0.00","1.00","4.08","48.17","177.38"
"Wed Mar  2 03:14:50 2016","1.00","19.36","0.00","1.00","41.40","-1.00","1.00","1003.74","0.00","1.00","2.90","46.25","174.81"
"Wed Mar  2 03:15:24 2016","1.00","19.43","0.00","1.00","41.94","-1.00","1.00","1003.75","0.00","1.00","0.54","48.84","178.57"
"Wed Mar  2 03:15:58 2016","1.00","19.27","0.00","1.00","41.74","-1.00","1.00","1003.75","0.00","1.00","3.86","48.61","179.51"
"Wed Mar  2 03:16:32 2016","1.00","19.43","0.00","1.00","41.83","-1.00","1.00","1003.71","0.00","1.00","2.87","49.05","180.52"
"Wed Mar  2 03:17:06 2016","1.00","19.51","0.00","1.00","41.85","-1.00","1.00","1003.74","0.00","1.00","1.42","48.88","180.64"
"Wed Mar  2 03:17:40 2016","1.00","19.41","0.00","1.00","41.49","-1.00","1.00","1003.71","0.00","1.00","4.05","48.97","180.70"
"Wed Mar  2 03:18:15 2016","1.00","19.42","0.00","1.00","41.92","-1.00","1.00","1003.73","0.00","1.00","0.38","49.33","181.58"
"Wed Mar  2 03:18:49 2016","1.00","19.42","0.00","1.00","41.84","-1.00","1.00","1003.75","0.00","1.00","0.85","48.81","181.60"
"Wed Mar  2 03:19:23 2016","1.00","19.33","0.00","1.00","40.02","-1.00","1.00","1003.71","0.00","1.00","2.04","49.23","182.71"
"Wed Mar  2 03:19:57 2016","1.00","19.42","0.00","1.00","41.81","-1.00","1.00","1003.71","0.00","1.00","2.17","48.93","183.44"
"Wed Mar  2 03:20:31 2016","1.00","19.26","0.00","1.00","41.81","-1.00","1.00","1003.71","0.00","1.00","2.31","49.32","183.63"
"Wed Mar  2 03:21:05 2016","1.00","19.22","0.00","1.00","41.61","-1.00","1.00","1003.71","0.00","1.00","1.41","49.09","184.09"
"Wed Mar  2 03:21:39 2016","1.00","19.38","0.00","1.00","41.56","-1.00","1.00","1003.68","0.00","1.00","0.61","49.14","184.97"
"Wed Mar  2 03:22:13 2016","1.00","19.30","0.00","1.00","40.88","-1.00","1.00","1003.73","0.00","1.00","2.33","49.15","185.11"
"Wed Mar  2 03:22:47 2016","1.00","19.19","0.00","1.00","41.81","-1.00","1.00","1003.66","0.00","1.00","1.49","49.21","186.04"
"Wed Mar  2 03:23:21 2016","1.00","19.24","0.00","1.00","42.31","-1.00","1.00","1003.64","0.00","1.00","2.95","49.01","186.21"
"Wed Mar  2 03:23:55 2016","1.00","19.22","0.00","1.00","42.62","-1.00","1.00","1003.72","0.00","1.00","1.95","49.14","186.95"
"Wed Mar  2 03:24:30 2016","1.00","19.33","0.00","1.00","42.87","-1.00","1.00","1003.66","0.00","1.00","3.51","48.90","187.81"
"Wed Mar  2 03:25:04 2016","1.00","19.24","0.00","1.00","41.63","-1.00","1.00","1003.72","0.00","1.00","1.75","49.20","187.98"
"Wed Mar  2 03:25:38 2016","1.00","19.33","0.00","1.00","40.77","-1.00","1.00","1003.62","0.00","1.00","2.00","49.34","188.20"
"Wed Mar  2 03:26:12 2016","1.00","19.36","0.00","1.00","41.66","-1.00","1.00","1003.62","0.00","1.00","3.14","49.39","188.98"
"Wed Mar  2 03:26:46 2016","1.00","19.30","0.00","1.00","42.47","-1.00","1.00","1003.65","0.00","1.00","1.51","48.88","189.45"
"Wed Mar  2 03:27:20 2016","1.00","19.22","0.00","1.00","41.85","-1.00","1.00","1003.67","0.00","1.00","0.75","48.29","189.82"
"Wed Mar  2 03:27:54 2016","1.00","19.23","0.00","1.00","42.57","-1.00","1.00","1003.64","0.00","1.00","4.33","47.99","190.13"
"Wed Mar  2 03:28:28 2016","1.00","19.19","0.00","1.00","41.68","-1.00","1.00","1003.62","0.00","1.00","1.21","48.22","190.74"
"Wed Mar  2 03:29:02 2016","1.00","19.05","0.00","1.00","41.82","-1.00","1.00","1003.59","0.00","1.00","1.65","49.39","190.72"
"Wed Mar  2 03:29:37 2016","1.00","19.25","0.00","1.00","41.81","-1.00","1.00","1003.63","0.00","1.00","0.95","49.03","190.90"
"Wed Mar  2 03:30:11 2016","1.00","19.17","0.00","1.00","41.66","-1.00","1.00","1003.58","0.00","1.00","359.13","49.70","191.79"
"Wed Mar  2 03:30:45 2016","1.00","19.30","0.00","1.00","42.36","-1.00","1.00","1003.64","0.00","1.00","0.15","49.15","191.72"
"Wed Mar  2 03:31:19 2016","1.00","19.32","0.00","1.00","41.43","-1.00","1.00","1003.56","0.00","1.00","1.24","49.49","191.04"
"Wed Mar  2 03:31:53 2016","1.00","19.19","0.00","1.00","41.47","-1.00","1.00","1003.56","0.00","1.00","1.72","48.80","190.46"
"Wed Mar  2 03:32:27 2016","1.00","19.14","0.00","1.00","41.59","-1.00","1.00","1003.60","0.00","1.00","1.13","49.44","189.81"
"Wed Mar  2 03:33:01 2016","1.00","19.17","0.00","1.00","41.71","-1.00","1.00","1003.60","0.00","1.00","1.25","49.45","190.04"
"Wed Mar  2 03:33:35 2016","1.00","19.22","0.00","1.00","41.90","-1.00","1.00","1003.57","0.00","1.00","3.79","48.65","189.33"
"Wed Mar  2 03:34:09 2016","1.00","19.22","0.00","1.00","41.85","-1.00","1.00","1003.57","0.00","1.00","2.15","48.71","189.05"
"Wed Mar  2 03:34:44 2016","1.00","19.11","0.00","1.00","41.65","-1.00","1.00","1003.54","0.00","1.00","2.83","49.44","188.96"
"Wed Mar  2 03:35:18 2016","1.00","19.25","0.00","1.00","43.19","-1.00","1.00","1003.56","0.00","1.00","3.92","49.31","188.48"
"Wed Mar  2 03:35:52 2016","1.00","19.09","0.00","1.00","41.82","-1.00","1.00","1003.59","0.00","1.00","1.39","48.92","188.01"
"Wed Mar  2 03:36:26 2016","1.00","19.22","0.00","1.00","43.27","-1.00","1.00","1003.55","0.00","1.00","1.97","49.06","187.75"
"Wed Mar  2 03:37:00 2016","1.00","19.23","0.00","1.00","41.30","-1.00","1.00","1003.54","0.00","1.00","2.47","48.52","187.80"
"Wed Mar  2 03:37:34 2016","1.00","19.18","0.00","1.00","41.77","-1.00","1.00","1003.48","0.00","1.00","2.26","48.62","187.21"
"Wed Mar  2 03:38:08 2016","1.00","19.25","0.00","1.00","39.42","-1.00","1.00","1003.50","0.00","1.00","1.01","49.60","186.50"
"Wed Mar  2 03:38:42 2016","1.00","19.18","0.00","1.00","41.47","-1.00","1.00","1003.51","0.00","1.00","2.32","48.68","186.82"
"Wed Mar  2 03:39:16 2016","1.00","19.22","0.00","1.00","41.64","-1.00","1.00","1003.52","0.00","1.00","0.76","49.41","186.13"
"Wed Mar  2 03:39:50 2016","1.00","19.21","0.00","1.00","41.62","-1.00","1.00","1003.49","0.00","1.00","2.15","49.00","185.75"
"Wed Mar  2 03:40:25 2016","1.00","19.16","0.00","1.00","41.34","-1.00","1.00","1003.45","0.00","1.00","2.96","49.54","185.26"
"Wed Mar  2 03:40:59 2016","1.00","19.18","0.00","1.00","41.44","-1.00","1.00","1003.51","0.00","1.00","0.62","49.42","186.06"
"Wed Mar  2 03:41:33 2016","1.00","19.29","0.00","1.00","41.69","-1.00","1.00","1003.54","0.00","1.00","2.84","49.34","185.82"
"Wed Mar  2 03:42:07 2016","1.00","19.17","0.00","1.00","42.93","-1.00","1.00","1003.49","0.00","1.00","2.20","49.05","184.90"
"Wed Mar  2 03:42:41 2016","1.00","19.19","0.00","1.00","41.41","-1.00","1.00","1003.49","0.00","1.00","2.11","49.19","184.87"
"Wed Mar  2 03:43:15 2016","1.00","19.09","0.00","1.00","41.22","-1.00","1.00","1003.50","0.00","1.00","3.92","48.59","185.79"
"Wed Mar  2 03:43:49 2016","1.00","19.09","0.00","1.00","41.54","-1.00","1.00","1003.45","0.00","1.00","1.58","48.95","185.81"
"Wed Mar  2 03:44:23 2016","1.00","19.10","0.00","1.00","43.15","-1.00","1.00","1003.43","0.00","1.00","3.87","48.39","186.69"
"Wed Mar  2 03:44:57 2016","1.00","19.02","0.00","1.00","41.42","-1.00","1.00","1003.39","0.00","1.00","0.45","49.34","187.19"
"Wed Mar  2 03:45:32 2016","1.00","19.02","0.00","1.00","39.22","-1.00","1.00","1003.44","0.00","1.00","3.00","48.73","187.69"
"Wed Mar  2 03:46:06 2016","1.00","19.21","0.00","1.00","40.57","-1.00","1.00","1003.39","0.00","1.00","2.90","48.78","188.14"
"Wed Mar  2 03:46:40 2016","1.00","19.14","0.00","1.00","40.75","-1.00","1.00","1003.42","0.00","1.00","359.38","49.56","188.72"
"Wed Mar  2 03:47:14 2016","1.00","19.05","0.00","1.00","41.55","-1.00","1.00","1003.40","0.00","1.00","3.41","48.28","189.94"
"Wed Mar  2 03:47:48 2016","1.00","19.17","0.00","1.00","41.68","-1.00","1.00","1003.40","0.00","1.00","1.70","48.82","191.01"
"Wed Mar  2 03:48:22 2016","1.00","19.19","0.00","1.00","41.50","-1.00","1.00","1003.39","0.00","1.00","4.01","48.98","192.31"
"Wed Mar  2 03:48:56 2016","1.00","19.17","0.00","1.00","42.23","-1.00","1.00","1003.41","0.00","1.00","2.03","48.98","193.14"
"Wed Mar  2 03:49:30 2016","1.00","19.18","0.00","1.00","41.65","-1.00","1.00","1003.39","0.00","1.00","0.58","49.67","194.49"
"Wed Mar  2 03:50:05 2016","1.00","19.15","0.00","1.00","41.90","-1.00","1.00","1003.34","0.00","1.00","1.97","49.45","196.11"
"Wed Mar  2 03:50:39 2016","1.00","19.22","0.00","1.00","41.52","-1.00","1.00","1003.39","0.00","1.00","2.15","49.24","197.91"
"Wed Mar  2 03:51:13 2016","1.00","19.13","0.00","1.00","42.04","-1.00","1.00","1003.36","0.00","1.00","2.88","48.75","199.63"
"Wed Mar  2 03:51:47 2016","1.00","19.17","0.00","1.00","41.35","-1.00","1.00","1003.31","0.00","1.00","2.19","48.79","201.18"
"Wed Mar  2 03:52:21 2016","1.00","19.08","0.00","1.00","41.31","-1.00","1.00","1003.34","0.00","1.00","2.74","48.77","204.71"
"Wed Mar  2 03:52:55 2016","1.00","19.12","0.00","1.00","41.51","-1.00","1.00","1003.36","0.00","1.00","1.82","49.32","205.89"
"Wed Mar  2 03:53:29 2016","1.00","19.14","0.00","1.00","41.83","-1.00","1.00","1003.38","0.00","1.00","2.51","48.95","208.84"
"Wed Mar  2 03:54:03 2016","1.00","19.15","0.00","1.00","41.48","-1.00","1.00","1003.31","0.00","1.00","3.58","47.46","213.65"
"Wed Mar  2 03:54:38 2016","1.00","19.09","0.00","1.00","41.87","-1.00","1.00","1003.34","0.00","1.00","1.43","48.86","213.29"
"Wed Mar  2 03:55:12 2016","1.00","19.17","0.00","1.00","41.34","-1.00","1.00","1003.31","0.00","1.00","0.65","49.20","216.55"
"Wed Mar  2 03:55:46 2016","1.00","19.11","0.00","1.00","41.58","-1.00","1.00","1003.28","0.00","1.00","359.93","49.06","220.28"
"Wed Mar  2 03:56:20 2016","1.00","19.14","0.00","1.00","41.68","-1.00","1.00","1003.29","0.00","1.00","1.19","48.27","224.09"
"Wed Mar  2 03:56:54 2016","1.00","19.10","0.00","1.00","41.51","-1.00","1.00","1003.30","0.00","1.00","2.64","49.10","226.51"
"Wed Mar  2 03:57:28 2016","1.00","19.08","0.00","1.00","41.59","-1.00","1.00","1003.28","0.00","1.00","2.31","48.42","231.36"
"Wed Mar  2 03:58:02 2016","1.00","18.98","0.00","1.00","41.39","-1.00","1.00","1003.24","0.00","1.00","0.81","48.69","234.62"
"Wed Mar  2 03:58:37 2016","1.00","19.09","0.00","1.00","41.50","-1.00","1.00","1003.25","0.00","1.00","1.94","48.80","239.30"
"Wed Mar  2 03:59:11 2016","1.00","19.00","0.00","1.00","41.44","-1.00","1.00","1003.25","0.00","1.00","2.80","48.64","243.20"
"Wed Mar  2 03:59:45 2016","1.00","18.99","0.00","1.00","41.45","-1.00","1.00","1003.28","0.00","1.00","3.32","48.54","248.26"
"Wed Mar  2 04:00:19 2016","1.00","19.11","0.00","1.00","42.01","-1.00","1.00","1003.29","0.00","1.00","2.64","48.58","251.28"
"Wed Mar  2 04:00:53 2016","1.00","19.07","0.00","1.00","41.17","-1.00","1.00","1003.27","0.00","1.00","1.35","49.20","255.67"
"Wed Mar  2 04:01:27 2016","1.00","19.07","0.00","1.00","41.38","-1.00","1.00","1003.29","0.00","1.00","0.25","48.42","259.87"
"Wed Mar  2 04:02:01 2016","1.00","19.03","0.00","1.00","41.95","-1.00","1.00","1003.28","0.00","1.00","2.22","49.21","264.48"
"Wed Mar  2 04:02:35 2016","1.00","19.16","0.00","1.00","41.93","-1.00","1.00","1003.23","0.00","1.00","2.86","48.79","269.68"
"Wed Mar  2 04:03:10 2016","1.00","19.15","0.00","1.00","42.26","-1.00","1.00","1003.32","0.00","1.00","2.10","48.91","273.57"
"Wed Mar  2 04:03:44 2016","1.00","19.03","0.00","1.00","43.69","-1.00","1.00","1003.28","0.00","1.00","2.18","49.34","278.57"
"Wed Mar  2 04:04:18 2016","1.00","19.05","0.00","1.00","41.81","-1.00","1.00","1003.26","0.00","1.00","2.64","49.04","282.34"
"Wed Mar  2 04:04:52 2016","1.00","19.09","0.00","1.00","40.86","-1.00","1.00","1003.19","0.00","1.00","2.18","49.56","286.42"
