"Time","Display","Temperature","Temp_Reading","Temp_Alarm","Humidity","Hum_Reading","Hum_Alarm","Pressure","PSI_Reading","PSI_Alarm","Pitch","Roll","Yaw"
"Tue Mar  1 05:18:02 2016","1.00","19.80","0.00","1.00","44.37","-1.00","1.00","1004.87","0.00","1.00","1.82","48.93","6.20"
"Tue Mar  1 05:18:36 2016","1.00","19.75","0.00","1.00","44.50","-1.00","1.00","1004.82","0.00","1.00","0.50","49.25","10.39"
"Tue Mar  1 05:19:10 2016","1.00","19.64","0.00","1.00","44.33","-1.00","1.00","1004.84","0.00","1.00","359.59","48.93","14.73"
"Tue Mar  1 05:19:44 2016","1.00","19.70","0.00","1.00","44.60","-1.00","1.00","1004.89","0.00","1.00","359.88","48.29","20.19"
"Tue Mar  1 05:20:19 2016","1.00","19.57","0.00","1.00","46.41","-1.00","1.00","1004.85","0.00","1.00","1.92","45.96","36.68"
"Tue Mar  1 05:20:53 2016","1.00","19.94","0.00","1.00","44.45","-1.00","1.00","1004.89","0.00","1.00","0.48","49.20","51.80"
"Tue Mar  1 05:21:27 2016","1.00","19.80","0.00","1.00","44.55","-1.00","1.00","1004.84","0.00","1.00","0.78","46.17","85.62"
"Tue Mar  1 05:22:01 2016","1.00","19.65","0.00","1.00","44.61","-1.00","1.00","1004.91","0.00","1.00","2.72","46.93","121.05"
"Tue Mar  1 05:22:35 2016","1.00","19.66","0.00","1.00","45.30","-1.00","1.00","1004.90","0.00","1.00","4.26","48.39","142.02"
"Tue Mar  1 05:23:09 2016","1.00","19.56","0.00","1.00","44.17","-1.00","1.00","1004.86","0.00","1.00","1.01","47.51","149.17"
"Tue Mar  1 05:23:43 2016","1.00","19.94","0.00","1.00","44.46","-1.00","1.00","1004.88","0.00","1.00","2.14","47.01","153.19"
"Tue Mar  1 05:24:18 2016","1.00","19.58","0.00","1.00","44.30","-1.00","1.00","1004.89","0.00","1.00","5.36","47.76","160.02"
"Tue Mar  1 05:24:52 2016","1.00","19.73","0.00","1.00","44.52","-1.00","1.00","1004.89","0.00","1.00","1.11","45.32","158.83"
"Tue Mar  1 05:25:26 2016","1.00","19.75","0.00","1.00","44.25","-1.00","1.00","1004.87","0.00","1.00","2.37","47.61","163.51"
"Tue Mar  1 05:26:00 2016","1.00","19.78","0.00","1.00","46.20","-1.00","1.00","1004.84","0.00","1.00","3.17","49.16","165.09"
"Tue Mar  1 05:26:34 2016","1.00","19.85","0.00","1.00","44.46","-1.00","1.00","1004.87","0.00","1.00","2.04","44.99","162.19"
"Tue Mar  1 05:27:08 2016","1.00","19.65","0.00","1.00","44.63","-1.00","1.00","1004.91","0.00","1.00","1.77","45.91","165.03"
"Tue Mar  1 05:27:42 2016","1.00","19.75","0.00","1.00","46.39","-1.00","1.00","1004.88","0.00","1.00","3.32","47.89","168.93"
"Tue Mar  1 05:28:16 2016","1.00","19.74","0.00","1.00","44.37","-1.00","1.00","1004.88","0.00","1.00","5.42","48.10","169.93"
"Tue Mar  1 05:28:50 2016","1.00","19.81","0.00","1.00","44.54","-1.00","1.00","1004.87","0.00","1.00","3.04","46.30","167.28"
"Tue Mar  1 05:29:24 2016","1.00","19.65","0.00","1.00","44.25","-1.00","1.00","1004.85","0.00","1.00","1.56","46.77","168.16"
"Tue Mar  1 05:29:59 2016","1.00","19.63","0.00","1.00","43.71","-1.00","1.00","1004.89","0.00","1.00","1.96","48.20","171.56"
"Tue Mar  1 05:30:33 2016","1.00","19.67","0.00","1.00","46.42","-1.00","1.00","1004.87","0.00","1.00","3.24","48.65","173.04"
"Tue Mar  1 05:31:07 2016","1.00","19.52","0.00","1.00","44.32","-1.00","1.00","1004.84","0.00","1.00","1.49","46.42","170.03"
"Tue Mar  1 05:31:41 2016","1.00","19.63","0.00","1.00","43.82","-1.00","1.00","1004.88","0.00","1.00","1.73","46.65","170.97"
"Tue Mar  1 05:32:15 2016","1.00","19.82","0.00","1.00","42.64","-1.00","1.00","1004.90","0.00","1.00","4.05","48.67","175.35"
"Tue Mar  1 05:32:49 2016","1.00","19.91","0.00","1.00","44.59","-1.00","1.00","1004.88","0.00","1.00","3.73","46.16","171.10"
"Tue Mar  1 05:33:23 2016","1.00","19.71","0.00","1.00","44.37","-1.00","1.00","1004.85","0.00","1.00","4.33","46.83","172.49"
"Tue Mar  1 05:33:57 2016","1.00","19.74","0.00","1.00","43.49","-1.00","1.00","1004.86","0.00","1.00","2.70","49.30","175.90"
"Tue Mar  1 05:34:32 2016","1.00","19.64","0.00","1.00","44.38","-1.00","1.00","1004.90","0.00","1.00","2.02","44.31","169.36"
"Tue Mar  1 05:35:06 2016","1.00","19.71","0.00","1.00","44.11","-1.00","1.00","1004.90","0.00","1.00","1.71","44.14","169.70"
"Tue Mar  1 05:35:40 2016","1.00","19.56","0.00","1.00","44.92","-1.00","1.00","1004.88","0.00","1.00","4.79","47.06","174.72"
"Tue Mar  1 05:36:14 2016","1.00","19.59","0.00","1.00","44.04","-1.00","1.00","1004.90","0.00","1.00","3.51","47.96","176.69"
"Tue Mar  1 05:36:48 2016","1.00","19.64","0.00","1.00","44.05","-1.00","1.00","1004.86","0.00","1.00","2.75","47.47","176.24"
"Tue Mar  1 05:37:22 2016","1.00","19.70","0.00","1.00","44.55","-1.00","1.00","1004.85","0.00","1.00","1.89","46.98","176.21"
"Tue Mar  1 05:37:56 2016","1.00","19.61","0.00","1.00","43.67","-1.00","1.00","1004.87","0.00","1.00","3.12","49.37","179.47"
"Tue Mar  1 05:38:30 2016","1.00","19.81","0.00","1.00","45.45","-1.00","1.00","1004.84","0.00","1.00","3.65","47.77","177.77"
"Tue Mar  1 05:39:05 2016","1.00","19.60","0.00","1.00","44.43","-1.00","1.00","1004.83","0.00","1.00","4.05","49.53","181.10"
"Tue Mar  1 05:39:39 2016","1.00","19.62","0.00","1.00","44.01","-1.00","1.00","1004.86","0.00","1.00","4.78","47.95","179.08"
"Tue Mar  1 05:40:13 2016","1.00","19.60","0.00","1.00","44.48","-1.00","1.00","1004.87","0.00","1.00","0.64","48.99","180.94"
"Tue Mar  1 05:40:47 2016","1.00","19.69","0.00","1.00","44.67","-1.00","1.00","1004.87","0.00","1.00","0.88","50.03","182.50"
"Tue Mar  1 05:41:21 2016","1.00","19.80","0.00","1.00","44.59","-1.00","1.00","1004.88","0.00","1.00","1.13","49.85","182.29"
"Tue Mar  1 05:41:55 2016","1.00","19.72","0.00","1.00","42.60","-1.00","1.00","1004.86","0.00","1.00","1.20","49.54","182.89"
"Tue Mar  1 05:42:29 2016","1.00","19.62","0.00","1.00","44.79","-1.00","1.00","1004.86","0.00","1.00","3.82","49.61","183.78"
"Tue Mar  1 05:43:03 2016","1.00","19.61","0.00","1.00","44.49","-1.00","1.00","1004.85","0.00","1.00","2.86","49.59","183.67"
"Tue Mar  1 05:43:37 2016","1.00","19.75","0.00","1.00","45.40","-1.00","1.00","1004.85","0.00","1.00","1.96","49.15","184.28"
"Tue Mar  1 05:44:11 2016","1.00","19.57","0.00","1.00","44.59","-1.00","1.00","1004.83","0.00","1.00","1.90","49.83","184.98"
"Tue Mar  1 05:44:46 2016","1.00","19.63","0.00","1.00","44.44","-1.00","1.00","1004.86","0.00","1.00","2.90","49.39","184.97"
"Tue Mar  1 05:45:20 2016","1.00","19.77","0.00","1.00","44.26","-1.00","1.00","1004.83","0.00","1.00","2.87","49.94","185.61"
"Tue Mar  1 05:45:54 2016","1.00","19.82","0.00","1.00","44.59","-1.00","1.00","1004.80","0.00","1.00","2.92","49.67","185.85"
"Tue Mar  1 05:46:28 2016","1.00","19.81","0.00","1.00","44.49","-1.00","1.00","1004.83","0.00","1.00","0.92","49.80","186.28"
"Tue Mar  1 05:47:02 2016","1.00","19.61","0.00","1.00","44.10","-1.00","1.00","1004.84","0.00","1.00","1.51","49.66","186.62"
"Tue Mar  1 05:47:36 2016","1.00","19.63","0.00","1.00","44.54","-1.00","1.00","1004.89","0.00","1.00","1.37","49.97","187.28"
"Tue Mar  1 05:48:10 2016","1.00","19.65","0.00","1.00","44.34","-1.00","1.00","1004.84","0.00","1.00","0.42","49.57","188.06"
"Tue Mar  1 05:48:44 2016","1.00","19.71","0.00","1.00","44.40","-1.00","1.00","1004.86","0.00","1.00","1.32","49.96","189.24"
"Tue Mar  1 05:49:18 2016","1.00","19.78","0.00","1.00","43.85","-1.00","1.00","1004.86","0.00","1.00","1.34","49.53","188.69"
"Tue Mar  1 05:49:52 2016","1.00","19.66","0.00","1.00","44.48","-1.00","1.00","1004.81","0.00","1.00","2.88","49.20","189.18"
"Tue Mar  1 05:50:27 2016","1.00","19.95","0.00","1.00","44.41","-1.00","1.00","1004.76","0.00","1.00","3.03","49.34","190.31"
"Tue Mar  1 05:51:01 2016","1.00","19.63","0.00","1.00","44.48","-1.00","1.00","1004.80","0.00","1.00","2.93","49.74","190.67"
"Tue Mar  1 05:51:35 2016","1.00","19.71","0.00","1.00","44.38","-1.00","1.00","1004.84","0.00","1.00","2.31","49.28","191.24"
"Tue Mar  1 05:52:09 2016","1.00","19.64","0.00","1.00","44.35","-1.00","1.00","1004.83","0.00","1.00","2.57","49.59","192.19"
"Tue Mar  1 05:52:43 2016","1.00","19.72","0.00","1.00","44.40","-1.00","1.00","1004.82","0.00","1.00","2.01","49.07","192.54"
"Tue Mar  1 05:53:17 2016","1.00","19.67","0.00","1.00","45.51","-1.00","1.00","1004.83","0.00","1.00","1.94","49.12","194.04"
"Tue Mar  1 05:53:51 2016","1.00","19.68","0.00","1.00","44.26","-1.00","1.00","1004.81","0.00","1.00","2.82","49.09","194.36"
"Tue Mar  1 05:54:25 2016","1.00","19.61","0.00","1.00","44.39","-1.00","1.00","1004.76","0.00","1.00","1.53","49.87","194.40"
"Tue Mar  1 05:55:00 2016","1.00","19.70","0.00","1.00","44.75","-1.00","1.00","1004.88","0.00","1.00","0.46","49.78","194.85"
"Tue Mar  1 05:55:34 2016","1.00","19.77","0.00","1.00","44.28","-1.00","1.00","1004.80","0.00","1.00","0.97","49.60","195.61"
"Tue Mar  1 05:56:08 2016","1.00","19.72","0.00","1.00","44.29","-1.00","1.00","1004.78","0.00","1.00","2.17","48.92","196.01"
"Tue Mar  1 05:56:42 2016","1.00","19.62","0.00","1.00","44.46","-1.00","1.00","1004.81","0.00","1.00","2.69","49.00","196.07"
"Tue Mar  1 05:57:16 2016","1.00","19.67","0.00","1.00","44.27","-1.00","1.00","1004.81","0.00","1.00","359.66","49.74","196.49"
"Tue Mar  1 05:57:50 2016","1.00","19.76","0.00","1.00","44.39","-1.00","1.00","1004.77","0.00","1.00","1.53","49.47","196.76"
"Tue Mar  1 05:58:24 2016","1.00","19.65","0.00","1.00","44.19","-1.00","1.00","1004.79","0.00","1.00","1.42","49.08","196.51"
"Tue Mar  1 05:58:58 2016","1.00","19.70","0.00","1.00","44.48","-1.00","1.00","1004.79","0.00","1.00","1.53","49.85","196.75"
"Tue Mar  1 05:59:32 2016","1.00","19.64","0.00","1.00","44.38","-1.00","1.00","1004.79","0.00","1.00","3.50","48.64","197.24"
"Tue Mar  1 06:00:07 2016","1.00","19.74","0.00","1.00","44.36","-1.00","1.00","1004.75","0.00","1.00","2.11","49.48","196.41"
"Tue Mar  1 06:00:41 2016","1.00","19.63","0.00","1.00","44.40","-1.00","1.00","1004.78","0.00","1.00","0.48","49.31","196.55"
"Tue Mar  1 06:01:15 2016","1.00","19.77","0.00","1.00","44.22","-1.00","1.00","1004.76","0.00","1.00","2.43","49.44","196.08"
"Tue Mar  1 06:01:49 2016","1.00","19.65","0.00","1.00","44.34","-1.00","1.00","1004.78","0.00","1.00","0.84","49.51","196.68"
"Tue Mar  1 06:02:23 2016","1.00","19.70","0.00","1.00","44.52","-1.00","1.00","1004.80","0.00","1.00","2.00","49.72","196.34"
"Tue Mar  1 06:02:57 2016","1.00","19.76","0.00","1.00","44.20","-1.00","1.00","1004.73","0.00","1.00","1.93","49.57","195.51"
"Tue Mar  1 06:03:31 2016","1.00","19.77","0.00","1.00","44.33","-1.00","1.00","1004.83","0.00","1.00","3.70","49.11","195.16"
"Tue Mar  1 06:04:05 2016","1.00","19.66","0.00","1.00","44.63","-1.00","1.00","1004.76","0.00","1.00","0.61","49.61","195.11"
"Tue Mar  1 06:04:39 2016","1.00","19.89","0.00","1.00","44.28","-1.00","1.00","1004.78","0.00","1.00","2.12","49.38","194.71"
"Tue Mar  1 06:05:14 2016","1.00","19.64","0.00","1.00","45.15","-1.00","1.00","1004.73","0.00","1.00","1.00","49.33","194.92"
"Tue Mar  1 06:05:48 2016","1.00","19.63","0.00","1.00","44.48","-1.00","1.00","1004.76","0.00","1.00","1.58","49.56","194.90"
"Tue Mar  1 06:06:22 2016","1.00","19.70","0.00","1.00","44.50","-1.00","1.00","1004.76","0.00","1.00","2.04","49.72","193.94"
"Tue Mar  1 06:06:56 2016","1.00","19.66","0.00","1.00","44.65","-1.00","1.00","1004.73","0.00","1.00","1.76","49.73","194.00"
"Tue Mar  1 06:07:30 2016","1.00","19.67","0.00","1.00","44.42","-1.00","1.00","1004.75","0.00","1.00","0.84","50.78","194.44"
"Tue Mar  1 06:08:04 2016","1.00","19.61","0.00","1.00","44.64","-1.00","1.00","1004.73","0.00","1.00","1.75","49.39","195.05"
"Tue Mar  1 06:08:38 2016","1.00","19.67","0.00","1.00","44.55","-1.00","1.00","1004.70","0.00","1.00","0.96","50.05","194.75"
"Tue Mar  1 06:09:12 2016","1.00","19.66","0.00","1.00","44.53","-1.00","1.00","1004.76","0.00","1.00","1.75","50.20","194.18"
"Tue Mar  1 06:09:46 2016","1.00","19.70","0.00","1.00","44.40","-1.00","1.00","1004.78","0.00","1.00","2.42","48.91","195.72"
"Tue Mar  1 06:10:20 2016","1.00","19.63","0.00","1.00","46.68","-1.00","1.00","1004.68","0.00","1.00","0.41","50.11","195.08"
"Tue Mar  1 06:10:54 2016","1.00","19.57","0.00","1.00","44.22","-1.00","1.00","1004.68","0.00","1.00","2.73","49.07","195.88"
"Tue Mar  1 06:11:29 2016","1.00","19.73","0.00","1.00","44.07","-1.00","1.00","1004.67","0.00","1.00","1.53","49.92","196.48"
"Tue Mar  1 06:12:03 2016","1.00","19.81","0.00","1.00","44.01","-1.00","1.00","1004.66","0.00","1.00","2.21","49.74","198.33"
"Tue Mar  1 06:12:37 2016","1.00","19.75","0.00","1.00","44.25","-1.00","1.00","1004.65","0.00","1.00","1.84","49.51","197.91"
"Tue Mar  1 06:13:11 2016","1.00","19.78","0.00","1.00","45.89","-1.00","1.00","1004.66","0.00","1.00","0.61","49.80","198.92"
"Tue Mar  1 06:13:45 2016","1.00","19.64","0.00","1.00","44.50","-1.00","1.00","1004.65","0.00","1.00","3.03","49.62","199.95"
"Tue Mar  1 06:14:19 2016","1.00","19.64","0.00","1.00","44.74","-1.00","1.00","1004.65","0.00","1.00","2.13","49.84","200.83"
"Tue Mar  1 06:14:53 2016","1.00","19.70","0.00","1.00","45.02","-1.00","1.00","1004.62","0.00","1.00","1.62","49.65","202.24"
"Tue Mar  1 06:15:27 2016","1.00","19.81","0.00","1.00","44.65","-1.00","1.00","1004.65","0.00","1.00","2.92","49.51","203.94"
"Tue Mar  1 06:16:02 2016","1.00","19.64","0.00","1.00","44.47","-1.00","1.00","1004.63","0.00","1.00","1.68","49.65","205.16"
"Tue Mar  1 06:16:36 2016","1.00","19.74","0.00","1.00","44.27","-1.00","1.00","1004.63","0.00","1.00","0.05","49.16","207.42"
"Tue Mar  1 06:17:10 2016","1.00","19.74","0.00","1.00","44.49","-1.00","1.00","1004.63","0.00","1.00","2.32","49.58","208.55"
"Tue Mar  1 06:17:44 2016","1.00","19.65","0.00","1.00","44.36","-1.00","1.00","1004.62","0.00","1.00","1.37","49.90","211.37"
"Tue Mar  1 06:18:18 2016","1.00","19.66","0.00","1.00","44.37","-1.00","1.00","1004.64","0.00","1.00","1.64","49.93","213.90"
"Tue Mar  1 06:18:52 2016","1.00","19.77","0.00","1.00","44.53","-1.00","1.00","1004.63","0.00","1.00","2.51","49.78","216.20"
"Tue Mar  1 06:19:26 2016","1.00","19.67","0.00","1.00","44.34","-1.00","1.00","1004.68","0.00","1.00","2.16","50.01","218.42"
"Tue Mar  1 06:20:00 2016","1.00","19.49","0.00","1.00","44.45","-1.00","1.00","1004.66","0.00","1.00","2.18","49.52","221.68"
"Tue Mar  1 06:20:34 2016","1.00","19.61","0.00","1.00","44.31","-1.00","1.00","1004.63","0.00","1.00","2.02","49.56","224.25"
"Tue Mar  1 06:21:09 2016","1.00","19.69","0.00","1.00","44.12","-1.00","1.00","1004.68","0.00","1.00","2.23","48.89","227.26"
"Tue Mar  1 06:21:43 2016","1.00","19.64","0.00","1.00","44.56","-1.00","1.00","1004.65","0.00","1.00","2.47","49.60","231.42"
"Tue Mar  1 06:22:17 2016","1.00","19.67","0.00","1.00","44.42","-1.00","1.00","1004.62","0.00","1.00","1.56","49.40","234.34"
"Tue Mar  1 06:22:51 2016","1.00","19.74","0.00","1.00","44.44","-1.00","1.00","1004.65","0.00","1.00","1.91","48.96","237.68"
"Tue Mar  1 06:23:25 2016","1.00","19.59","0.00","1.00","45.61","-1.00","1.00","1004.63","0.00","1.00","0.54","49.28","240.96"
"Tue Mar  1 06:23:59 2016","1.00","19.61","0.00","1.00","44.36","-1.00","1.00","1004.62","0.00","1.00","2.30","49.48","245.53"
"Tue Mar  1 06:24:33 2016","1.00","19.54","0.00","1.00","46.90","-1.00","1.00","1004.61","0.00","1.00","1.33","49.55","248.94"
"Tue Mar  1 06:25:08 2016","1.00","19.27","0.00","1.00","43.98","-1.00","1.00","1004.67","0.00","1.00","1.66","48.94","254.16"
"Tue Mar  1 06:25:43 2016","1.00","19.68","0.00","1.00","45.07","-1.00","1.00","1004.69","0.00","1.00","2.80","49.50","257.50"
"Tue Mar  1 06:26:17 2016","1.00","19.61","0.00","1.00","44.41","-1.00","1.00","1004.64","0.00","1.00","4.16","48.84","261.70"
"Tue Mar  1 06:26:51 2016","1.00","19.68","0.00","1.00","44.07","-1.00","1.00","1004.58","0.00","1.00","1.19","49.09","264.87"
"Tue Mar  1 06:27:25 2016","1.00","19.77","0.00","1.00","42.25","-1.00","1.00","1004.59","0.00","1.00","1.55","49.02","268.43"
"Tue Mar  1 06:27:59 2016","1.00","19.72","0.00","1.00","44.52","-1.00","1.00","1004.61","0.00","1.00","0.99","49.58","272.70"
"Tue Mar  1 06:28:34 2016","1.00","19.70","0.00","1.00","43.91","-1.00","1.00","1004.61","0.00","1.00","1.58","48.96","276.22"
"Tue Mar  1 06:29:08 2016","1.00","19.75","0.00","1.00","44.39","-1.00","1.00","1004.59","0.00","1.00","1.08","49.32","279.95"
"Tue Mar  1 06:29:42 2016","1.00","19.74","0.00","1.00","44.49","-1.00","1.00","1004.62","0.00","1.00","1.48","48.91","283.90"
"Tue Mar  1 06:30:16 2016","1.00","19.65","0.00","1.00","44.71","-1.00","1.00","1004.57","0.00","1.00","1.68","49.29","287.60"
"Tue Mar  1 06:30:50 2016","1.00","19.98","0.00","1.00","44.34","-1.00","1.00","1004.54","0.00","1.00","1.99","49.42","290.70"
"Tue Mar  1 06:31:24 2016","1.00","19.66","0.00","1.00","43.96","-1.00","1.00","1004.51","0.00","1.00","1.86","49.55","293.51"
"Tue Mar  1 06:31:58 2016","1.00","19.74","0.00","1.00","44.59","-1.00","1.00","1004.57","0.00","1.00","0.36","48.81","295.42"
"Tue Mar  1 06:32:32 2016","1.00","19.89","0.00","1.00","44.69","-1.00","1.00","1004.58","0.00","1.00","1.57","49.57","298.57"
"Tue Mar  1 06:33:07 2016","1.00","19.81","0.00","1.00","44.19","-1.00","1.00","1004.58","0.00","1.00","2.07","49.39","301.95"
"Tue Mar  1 06:33:41 2016","1.00","19.82","0.00","1.00","44.44","-1.00","1.00","1004.57","0.00","1.00","0.57","49.07","304.52"
"Tue Mar  1 06:34:15 2016","1.00","19.65","0.00","1.00","44.95","-1.00","1.00","1004.59","0.00","1.00","1.31","49.11","306.00"
"Tue Mar  1 06:34:49 2016","1.00","19.54","0.00","1.00","44.54","-1.00","1.00","1004.56","0.00","1.00","1.43","48.98","309.07"
"Tue Mar  1 06:35:23 2016","1.00","19.65","0.00","1.00","44.62","-1.00","1.00","1004.60","0.00","1.00","1.23","48.92","311.22"
"Tue Mar  1 06:35:57 2016","1.00","19.79","0.00","1.00","44.48","-1.00","1.00","1004.55","0.00","1.00","0.71","49.40","312.81"
"Tue Mar  1 06:36:31 2016","1.00","19.79","0.00","1.00","43.85","-1.00","1.00","1004.51","0.00","1.00","1.69","49.36","315.35"
"Tue Mar  1 06:37:05 2016","1.00","19.67","0.00","1.00","43.54","-1.00","1.00","1004.59","0.00","1.00","2.86","49.60","317.34"
"Tue Mar  1 06:37:39 2016","1.00","19.86","0.00","1.00","44.10","-1.00","1.00","1004.54","0.00","1.00","2.31","49.67","318.79"
"Tue Mar  1 06:38:14 2016","1.00","19.64","0.00","1.00","44.55","-1.00","1.00","1004.56","0.00","1.00","1.28","49.13","320.42"
"Tue Mar  1 06:38:48 2016","1.00","19.65","0.00","1.00","44.63","-1.00","1.00","1004.56","0.00","1.00","1.72","49.09","321.96"
"Tue Mar  1 06:39:22 2016","1.00","19.74","0.00","1.00","43.03","-1.00","1.00","1004.53","0.00","1.00","3.00","49.99","324.50"
"Tue Mar  1 06:39:56 2016","1.00","19.74","0.00","1.00","44.68","-1.00","1.00","1004.55","0.00","1.00","1.97","50.06","325.98"
"Tue Mar  1 06:40:30 2016","1.00","19.76","0.00","1.00","44.62","-1.00","1.00","1004.55","0.00","1.00","1.64","49.67","328.36"
"Tue Mar  1 06:41:04 2016","1.00","19.62","0.00","1.00","44.48","-1.00","1.00","1004.55","0.00","1.00","1.26","49.30","329.77"
"Tue Mar  1 06:41:38 2016","1.00","19.74","0.00","1.00","44.77","-1.00","1.00","1004.51","0.00","1.00","3.44","49.92","330.97"
"Tue Mar  1 06:42:12 2016","1.00","19.76","0.00","1.00","45.00","-1.00","1.00","1004.53","0.00","1.00","0.50","49.69","332.21"
"Tue Mar  1 06:42:46 2016","1.00","19.79","0.00","1.00","44.59","-1.00","1.00","1004.58","0.00","1.00","1.89","49.96","332.89"
"Tue Mar  1 06:43:21 2016","1.00","19.65","0.00","1.00","44.38","-1.00","1.00","1004.60","0.00","1.00","0.88","49.98","334.73"
"Tue Mar  1 06:43:55 2016","1.00","19.67","0.00","1.00","44.39","-1.00","1.00","1004.57","0.00","1.00","1.02","49.54","336.25"
"Tue Mar  1 06:44:29 2016","1.00","19.80","0.00","1.00","44.43","-1.00","1.00","1004.54","0.00","1.00","1.37","50.27","338.70"
"Tue Mar  1 06:45:03 2016","1.00","19.60","0.00","1.00","43.95","-1.00","1.00","1004.58","0.00","1.00","2.61","50.34","339.26"
"Tue Mar  1 06:45:37 2016","1.00","19.68","0.00","1.00","44.39","-1.00","1.00","1004.53","0.00","1.00","1.45","49.84","342.23"
"Tue Mar  1 06:46:11 2016","1.00","19.63","0.00","1.00","44.37","-1.00","1.00","1004.51","0.00","1.00","2.50","50.23","342.70"
"Tue Mar  1 06:46:46 2016","1.00","19.69","0.00","1.00","44.44","-1.00","1.00","1004.52","0.00","1.00","1.43","51.14","344.73"
"Tue Mar  1 06:47:20 2016","1.00","19.62","0.00","1.00","44.80","-1.00","1.00","1004.52","0.00","1.00","3.60","50.93","345.85"
"Tue Mar  1 06:47:54 2016","1.00","19.63","0.00","1.00","42.87","-1.00","1.00","1004.52","0.00","1.00","2.05","50.99","349.17"
"Tue Mar  1 06:48:28 2016","1.00","19.65","0.00","1.00","44.10","-1.00","1.00","1004.53","0.00","1.00","0.63","50.61","351.31"
"Tue Mar  1 06:49:02 2016","1.00","19.59","0.00","1.00","44.44","-1.00","1.00","1004.53","0.00","1.00","2.08","50.99","353.65"
"Tue Mar  1 06:49:36 2016","1.00","19.77","0.00","1.00","44.42","-1.00","1.00","1004.53","0.00","1.00","1.90","50.34","356.65"
"Tue Mar  1 06:50:10 2016","1.00","19.72","0.00","1.00","44.32","-1.00","1.00","1004.47","0.00","1.00","1.62","50.13","359.84"
"Tue Mar  1 06:50:45 2016","1.00","19.92","0.00","1.00","43.86","-1.00","1.00","1004.50","0.00","1.00","0.58","51.30","0.50"
"Tue Mar  1 06:51:19 2016","1.00","19.57","0.00","1.00","44.68","-1.00","1.00","1004.51","0.00","1.00","1.67","48.69","8.22"
"Tue Mar  1 06:51:53 2016","1.00","19.80","0.00","1.00","44.62","-1.00","1.00","1004.49","0.00","1.00","359.78","47.15","14.20"
"Tue Mar  1 06:52:27 2016","1.00","19.69","0.00","1.00","44.06","-1.00","1.00","1004.52","0.00","1.00","2.53","47.75","19.10"
"Tue Mar  1 06:53:01 2016","1.00","19.61","0.00","1.00","44.50","-1.00","1.00","1004.50","0.00","1.00","359.45","49.19","25.14"
"Tue Mar  1 06:53:35 2016","1.00","19.71","0.00","1.00","44.55","-1.00","1.00","1004.53","0.00","1.00","2.13","47.51","40.02"
"Tue Mar  1 06:54:09 2016","1.00","19.77","0.00","1.00","43.85","-1.00","1.00","1004.51","0.00","1.00","2.15","48.01","53.75"
"Tue Mar  1 06:54:43 2016","1.00","19.68","0.00","1.00","44.65","-1.00","1.00","1004.51","0.00","1.00","1.16","48.20","74.17"
"Tue Mar  1 06:55:17 2016","1.00","19.69","0.00","1.00","44.59","-1.00","1.00","1004.53","0.00","1.00","1.70","47.99","101.05"
"Tue Mar  1 06:55:52 2016","1.00","19.53","0.00","1.00","44.43","-1.00","1.00","1004.55","0.00","1.00","2.20","45.38","115.02"
"Tue Mar  1 06:56:26 2016","1.00","19.83","0.00","1.00","44.34","-1.00","1.00","1004.51","0.00","1.00","3.53","47.41","132.67"
"Tue Mar  1 06:57:00 2016","1.00","19.64","0.00","1.00","44.39","-1.00","1.00","1004.55","0.00","1.00","4.59","49.13","143.81"
"Tue Mar  1 06:57:34 2016","1.00","19.62","0.00","1.00","44.67","-1.00","1.00","1004.58","0.00","1.00","3.90","47.65","145.08"
"Tue Mar  1 06:58:08 2016","1.00","19.77","0.00","1.00","43.15","-1.00","1.00","1004.52","0.00","1.00","3.98","49.71","152.15"
"Tue Mar  1 06:58:42 2016","1.00","19.73","0.00","1.00","43.70","-1.00","1.00","1004.56","0.00","1.00","1.59","48.03","153.53"
"Tue Mar  1 06:59:16 2016","1.00","19.64","0.00","1.00","44.53","-1.00","1.00","1004.52","0.00","1.00","1.94","48.07","157.07"
"Tue Mar  1 06:59:50 2016","1.00","19.80","0.00","1.00","44.47","-1.00","1.00","1004.58","0.00","1.00","4.73","48.05","160.20"
"Tue Mar  1 07:00:24 2016","1.00","19.64","0.00","1.00","42.78","-1.00","1.00","1004.54","0.00","1.00","3.43","47.06","160.34"
"Tue Mar  1 07:00:58 2016","1.00","19.49","0.00","1.00","44.62","-1.00","1.00","1004.56","0.00","1.00","4.19","49.97","165.72"
"Tue Mar  1 07:01:32 2016","1.00","19.59","0.00","1.00","44.72","-1.00","1.00","1004.51","0.00","1.00","2.69","47.22","163.25"
"Tue Mar  1 07:02:07 2016","1.00","19.66","0.00","1.00","44.16","-1.00","1.00","1004.58","0.00","1.00","1.74","48.42","165.63"
"Tue Mar  1 07:02:41 2016","1.00","19.85","0.00","1.00","44.53","-1.00","1.00","1004.50","0.00","1.00","2.86","47.77","166.61"
"Tue Mar  1 07:03:15 2016","1.00","19.76","0.00","1.00","44.92","-1.00","1.00","1004.50","0.00","1.00","0.60","43.92","162.51"
"Tue Mar  1 07:03:49 2016","1.00","19.64","0.00","1.00","44.61","-1.00","1.00","1004.48","0.00","1.00","3.20","47.66","168.28"
"Tue Mar  1 07:04:23 2016","1.00","19.70","0.00","1.00","44.76","-1.00","1.00","1004.50","0.00","1.00","3.16","48.68","170.23"
